eBird/Clements Name,Macaulay Audio Total,GenBank species,GB_Nucleotide_Seqs
Anas albogularis,5,Anas albogularis,0
Anas andium,22,Anas andium,3
Anas aucklandica,0,Anas aucklandica,5
Anas bahamensis,10,Anas bahamensis,38
Anas bernieri,1,Anas bernieri,9
Anas capensis,2,Anas capensis,2
Anas castanea,22,Anas castanea,582
Anas chlorotis,3,Anas chlorotis,134
Anas crecca,559,Anas crecca,1825
Anas diazi,24,Anas diazi,577
Anas eatoni,0,Anas eatoni,0
Anas erythrorhyncha,4,Anas erythrorhyncha,2
Anas flavirostris,43,Anas flavirostris,1179
Anas fulvigula,34,Anas fulvigula,2645
Anas georgica,32,Anas georgica,1289
Anas gibberifrons,3,Anas gibberifrons,4
Anas gracilis,19,Anas gracilis,1172
Anas laysanensis,0,Anas laysanensis,463
Anas luzonica,12,Anas luzonica,114
Anas melleri,0,Anas melleri,24
Anas nesiotis,1,Anas nesiotis,6
Anas platyrhynchos,1239,Anas platyrhynchos,67718
Anas poecilorhyncha,85,Anas poecilorhyncha,142
Anas rubripes,64,Anas rubripes,652
Anas sparsa,2,Anas sparsa,24
Anas superciliosa,45,Anas superciliosa,273
Anas theodori,0,Anas theodori,0
Anas undulata,17,Anas undulata,766
Anas wyvilliana,0,Anas wyvilliana,451
Anas zonorhyncha,13,Anas zonorhyncha,201
Anastomus lamelligerus,2,Anastomus lamelligerus,0
Anastomus oscitans,4,Anastomus oscitans,18
Ancistrops strigilatus,36,Ancistrops strigilatus,9
Andigena cucullata,11,Andigena cucullata,15
Andigena hypoglauca,80,Andigena hypoglauca,11
Andigena laminirostris,68,Andigena laminirostris,8
Andigena nigrirostris,82,Andigena nigrirostris,4
Androdon aequatorialis,25,Androdon aequatorialis,7
Andropadus importunus,139,Andropadus importunus,16
Androphobus viridis,0,Androphobus viridis,1
Anhima cornuta,87,Anhima cornuta,14
Anhinga anhinga,146,Anhinga anhinga,57
Anhinga melanogaster,21,Anhinga melanogaster,10
Anhinga novaehollandiae,18,Anhinga novaehollandiae,9
Anhinga rufa,2,Anhinga rufa,9
Anisognathus igniventris,159,Anisognathus igniventris,4
Anisognathus lacrymosus,57,Anisognathus lacrymosus,5
Anisognathus melanogenys,11,Anisognathus melanogenys,2
Anisognathus notabilis,7,Anisognathus notabilis,3
Anisognathus somptuosus,85,Anisognathus somptuosus,9
Anodorhynchus glaucus,0,Anodorhynchus glaucus,0
Anodorhynchus hyacinthinus,51,Anodorhynchus hyacinthinus,221
Anodorhynchus leari,30,Anodorhynchus leari,38
Anomalospiza imberbis,5,Anomalospiza imberbis,28
Anopetia gounellei,5,Anopetia gounellei,2
Anorrhinus austeni,10,Anorrhinus austeni,5
Anorrhinus galeritus,34,Anorrhinus galeritus,6
Anorrhinus tickelli,5,Anorrhinus tickelli,5
Anous albivitta,1,Anous albivitta,0
Anous ceruleus,4,Anous ceruleus,9
Anous minutus,20,Anous minutus,19
Anous stolidus,34,Anous stolidus,25
Anous tenuirostris,14,Anous tenuirostris,19
Anser albifrons,384,Anser albifrons,721
Anser anser,151,Anser anser,1006
Anser brachyrhynchus,100,Anser brachyrhynchus,74
Anser caerulescens,549,Anser caerulescens,216
Anser canagicus,24,Anser canagicus,77
Anser cygnoides,1,Anser cygnoides,52421
Anser erythropus,1,Anser erythropus,1803
Anser fabalis,15,Anser fabalis,177
Anser indicus,31,Anser indicus,38
Anser rossii,80,Anser rossii,28
Anser serrirostris,19,Anser serrirostris,3
Anseranas semipalmata,27,Anseranas semipalmata,81
Anthipes monileger,31,Anthipes monileger,15
Anthipes solitaris,19,Anthipes solitaris,0
Anthobaphes violacea,10,Anthobaphes violacea,3
Anthocephala berlepschi,1,Anthocephala berlepschi,0
Anthocephala floriceps,5,Anthocephala floriceps,32
Anthochaera carunculata,127,Anthochaera carunculata,5
Anthochaera chrysoptera,107,Anthochaera chrysoptera,5
Anthochaera lunulata,33,Anthochaera lunulata,4
Anthochaera paradoxa,45,Anthochaera paradoxa,4
Anthochaera phrygia,106,Anthochaera phrygia,5
Anthornis melanocephala,0,Anthornis melanocephala,1
Anthornis melanura,138,Anthornis melanura,30
Anthoscopus caroli,5,Anthoscopus caroli,0
Anthoscopus flavifrons,0,Anthoscopus flavifrons,0
Anthoscopus minutus,10,Anthoscopus minutus,5
Anthoscopus musculus,11,Anthoscopus musculus,2
Anthoscopus parvulus,1,Anthoscopus parvulus,22
Anthoscopus punctifrons,1,Anthoscopus punctifrons,0
Anthracoceros albirostris,69,Anthracoceros albirostris,22
Anthracoceros coronatus,38,Anthracoceros coronatus,6
Anthracoceros malayanus,30,Anthracoceros malayanus,12
Anthracoceros marchei,0,Anthracoceros marchei,4
Anthracoceros montani,7,Anthracoceros montani,4
Anthracothorax dominicus,16,Anthracothorax dominicus,9
Anthracothorax mango,3,Anthracothorax mango,21
Anthracothorax nigricollis,16,Anthracothorax nigricollis,26
Anthracothorax prevostii,12,Anthracothorax prevostii,21
Anthracothorax veraguensis,6,Anthracothorax veraguensis,16
Anthracothorax viridigula,2,Anthracothorax viridigula,9
Anthracothorax viridis,8,Anthracothorax viridis,9
Anthreptes anchietae,2,Anthreptes anchietae,0
Anthreptes aurantius,0,Anthreptes aurantius,0
Anthreptes gabonicus,8,Anthreptes gabonicus,0
Anthreptes griseigularis,0,Anthreptes griseigularis,2
Anthreptes longuemarei,3,Anthreptes longuemarei,0
Anthreptes malacensis,86,Anthreptes malacensis,14
Anthreptes neglectus,0,Anthreptes neglectus,0
Anthreptes orientalis,10,Anthreptes orientalis,2
Anthreptes rectirostris,4,Anthreptes rectirostris,5
Anthreptes reichenowi,8,Anthreptes reichenowi,0
Anthreptes rhodolaemus,3,Anthreptes rhodolaemus,4
Anthreptes rubritorques,5,Anthreptes rubritorques,0
Anthreptes seimundi,4,Anthreptes seimundi,2
Anthreptes simplex,7,Anthreptes simplex,17
Anthropoides paradiseus,9,Anthropoides paradiseus,108
Anthropoides virgo,20,Anthropoides virgo,45
Anthus antarcticus,6,Anthus antarcticus,4
Anthus berthelotii,20,Anthus berthelotii,103
Anthus bogotensis,31,Anthus bogotensis,22
Anthus brachyurus,0,Anthus brachyurus,3
Anthus caffer,0,Anthus caffer,0
Anthus campestris,60,Anthus campestris,119
Anthus cervinus,121,Anthus cervinus,12
Anthus chacoensis,20,Anthus chacoensis,1
Anthus cinnamomeus,36,Anthus cinnamomeus,22
Anthus correndera,110,Anthus correndera,123
Anthus crenatus,11,Anthus crenatus,0
Anthus furcatus,29,Anthus furcatus,18
Anthus godlewskii,65,Anthus godlewskii,5
Anthus gustavi,8,Anthus gustavi,102
Anthus gutturalis,10,Anthus gutturalis,7
Anthus hellmayri,100,Anthus hellmayri,26
Anthus hodgsoni,96,Anthus hodgsoni,31
Anthus hoeschi,5,Anthus hoeschi,1
Anthus leucophrys,25,Anthus leucophrys,52
Anthus lineiventris,11,Anthus lineiventris,5
Anthus lutescens,57,Anthus lutescens,33
Anthus melindae,1,Anthus melindae,0
Anthus nattereri,25,Anthus nattereri,8
Anthus nilghiriensis,5,Anthus nilghiriensis,24
Anthus novaeseelandiae,35,Anthus novaeseelandiae,6
Anthus nyassae,7,Anthus nyassae,1
Anthus pallidiventris,2,Anthus pallidiventris,2
Anthus peruvianus,18,Anthus peruvianus,0
Anthus petrosus,38,Anthus petrosus,9
Anthus pratensis,307,Anthus pratensis,48
Anthus richardi,132,Anthus richardi,7
Anthus roseatus,24,Anthus roseatus,3
Anthus rubescens,538,Anthus rubescens,14
Anthus rufulus,146,Anthus rufulus,31
Anthus similis,34,Anthus similis,19
Anthus sokokensis,1,Anthus sokokensis,0
Anthus spinoletta,130,Anthus spinoletta,23
Anthus spragueii,134,Anthus spragueii,22
Anthus sylvanus,33,Anthus sylvanus,3
Anthus trivialis,305,Anthus trivialis,246
Anthus vaalensis,1,Anthus vaalensis,5
Antigone antigone,41,Antigone antigone,101
Antigone canadensis,1374,Antigone canadensis,231
Antigone rubicunda,10,Antigone rubicunda,15
Antigone vipio,16,Antigone vipio,25
Antilophia bokermanni,22,Antilophia bokermanni,63
Antilophia galeata,62,Antilophia galeata,124
Antrostomus arizonae,525,Antrostomus arizonae,10
Antrostomus badius,23,Antrostomus badius,0
Antrostomus carolinensis,1865,Antrostomus carolinensis,87335
Antrostomus cubanensis,13,Antrostomus cubanensis,0
Antrostomus noctitherus,41,Antrostomus noctitherus,0
Antrostomus ridgwayi,203,Antrostomus ridgwayi,7
Antrostomus rufus,224,Antrostomus rufus,6
Antrostomus salvini,27,Antrostomus salvini,3
Antrostomus saturatus,59,Antrostomus saturatus,3
Antrostomus sericocaudatus,47,Antrostomus sericocaudatus,2
Antrostomus vociferus,2576,Antrostomus vociferus,20
Anumara forbesi,13,Anumara forbesi,6
Anumbius annumbi,57,Anumbius annumbi,19
Anurolimnas castaneiceps,79,Anurolimnas castaneiceps,1
Anurolimnas fasciatus,24,Anurolimnas fasciatus,5
Anurolimnas viridis,111,Anurolimnas viridis,8
Anurophasis monorthonyx,0,Anurophasis monorthonyx,0
Apalis alticola,24,Apalis alticola,6
Apalis argentea,1,Apalis argentea,0
Apalis bamendae,0,Apalis bamendae,0
Apalis binotata,4,Apalis binotata,4
Apalis chapini,7,Apalis chapini,0
Apalis chariessa,4,Apalis chariessa,0
Apalis chirindensis,4,Apalis chirindensis,0
Apalis cinerea,34,Apalis cinerea,4
Apalis flavida,60,Apalis flavida,17
Apalis flavigularis,0,Apalis flavigularis,0
Apalis fuscigularis,2,Apalis fuscigularis,0
Apalis goslingi,2,Apalis goslingi,4
Apalis jacksoni,20,Apalis jacksoni,9
Apalis kaboboensis,0,Apalis kaboboensis,2
Apalis karamojae,0,Apalis karamojae,0
Apalis lynesi,0,Apalis lynesi,0
Apalis melanocephala,35,Apalis melanocephala,4
Apalis nigriceps,11,Apalis nigriceps,0
Apalis personata,2,Apalis personata,0
Apalis porphyrolaema,22,Apalis porphyrolaema,7
Apalis ruddi,18,Apalis ruddi,0
Apalis rufogularis,22,Apalis rufogularis,11
Apalis sharpii,16,Apalis sharpii,0
Apalis thoracica,58,Apalis thoracica,29
Apaloderma aequatoriale,6,Apaloderma aequatoriale,5
Apaloderma narina,43,Apaloderma narina,42
Apaloderma vittatum,25,Apaloderma vittatum,70136
Apalopteron familiare,0,Apalopteron familiare,3
Aphanapteryx bonasia,0,Aphanapteryx bonasia,0
Aphanotriccus audax,18,Aphanotriccus audax,11
Aphanotriccus capitalis,23,Aphanotriccus capitalis,6
Aphantochroa cirrochloris,20,Aphantochroa cirrochloris,6
Aphelocephala leucopsis,34,Aphelocephala leucopsis,10
Aphelocephala nigricincta,2,Aphelocephala nigricincta,2
Aphelocephala pectoralis,1,Aphelocephala pectoralis,1
Aphelocoma californica,414,Aphelocoma californica,50504
Aphelocoma coerulescens,162,Aphelocoma coerulescens,77
Aphelocoma insularis,45,Aphelocoma insularis,18
Aphelocoma ultramarina,22,Aphelocoma ultramarina,48
Aphelocoma unicolor,45,Aphelocoma unicolor,40
Aphelocoma wollweberi,202,Aphelocoma wollweberi,181
Aphelocoma woodhouseii,246,Aphelocoma woodhouseii,49451
Aphrastura masafuerae,0,Aphrastura masafuerae,2
Aphrastura spinicauda,140,Aphrastura spinicauda,27
Aphrodroma brevirostris,0,Aphrodroma brevirostris,6
Aplonis atrifusca,23,Aplonis atrifusca,0
Aplonis brunneicapillus,1,Aplonis brunneicapillus,8
Aplonis cantoroides,14,Aplonis cantoroides,8
Aplonis cinerascens,4,Aplonis cinerascens,8
Aplonis corvina,0,Aplonis corvina,0
Aplonis crassa,0,Aplonis crassa,0
Aplonis dichroa,7,Aplonis dichroa,0
Aplonis feadensis,0,Aplonis feadensis,0
Aplonis fusca,0,Aplonis fusca,0
Aplonis grandis,11,Aplonis grandis,20
Aplonis insularis,7,Aplonis insularis,8
Aplonis magna,2,Aplonis magna,0
Aplonis mavornata,0,Aplonis mavornata,0
Aplonis metallica,51,Aplonis metallica,20
Aplonis minor,4,Aplonis minor,8
Aplonis mysolensis,20,Aplonis mysolensis,0
Aplonis mystacea,0,Aplonis mystacea,0
Aplonis opaca,53,Aplonis opaca,0
Aplonis panayensis,55,Aplonis panayensis,19
Aplonis pelzelni,0,Aplonis pelzelni,8
Aplonis santovestris,0,Aplonis santovestris,0
Aplonis striata,7,Aplonis striata,0
Aplonis tabuensis,31,Aplonis tabuensis,11
Aplonis ulietensis,0,Aplonis ulietensis,0
Aplonis zelandica,0,Aplonis zelandica,0
Aprositornis disjuncta,20,Aprositornis disjuncta,0
Aprosmictus erythropterus,12,Aprosmictus erythropterus,13
Aprosmictus jonquillaceus,0,Aprosmictus jonquillaceus,4
Aptenodytes forsteri,2,Aptenodytes forsteri,31224
Aptenodytes patagonicus,37,Aptenodytes patagonicus,402
Apteryx australis,5,Apteryx australis,480
Apteryx haastii,6,Apteryx haastii,115
Apteryx mantelli,19,Apteryx mantelli,377919
Apteryx owenii,8,Apteryx owenii,168
Apteryx rowi,3,Apteryx rowi,48068
Apus acuticauda,6,Apus acuticauda,4
Apus aequatorialis,4,Apus aequatorialis,3
Apus affinis,151,Apus affinis,63
Apus alexandri,0,Apus alexandri,2
Apus apus,159,Apus apus,96
Apus balstoni,1,Apus balstoni,9
Apus barbatus,8,Apus barbatus,11
Apus batesi,0,Apus batesi,7
Apus berliozi,2,Apus berliozi,12
Apus bradfieldi,3,Apus bradfieldi,9
Apus caffer,7,Apus caffer,10
Apus cooki,1,Apus cooki,0
Apus horus,6,Apus horus,6
Apus leuconyx,0,Apus leuconyx,0
Apus melba,63,Apus melba,36
Apus niansae,1,Apus niansae,2
Apus nipalensis,27,Apus nipalensis,12
Apus pacificus,9,Apus pacificus,33
Apus pallidus,80,Apus pallidus,31
Apus salimalii,3,Apus salimalii,0
Apus unicolor,16,Apus unicolor,9
Aquila adalberti,15,Aquila adalberti,31
Aquila africana,2,Aquila africana,5
Aquila audax,12,Aquila audax,37
Aquila chrysaetos,50,Aquila chrysaetos,55576
Aquila fasciata,2,Aquila fasciata,94
Aquila gurneyi,0,Aquila gurneyi,10
Aquila heliaca,2,Aquila heliaca,137
Aquila nipalensis,15,Aquila nipalensis,241
Aquila rapax,7,Aquila rapax,20
Aquila spilogaster,1,Aquila spilogaster,17
Aquila verreauxii,1,Aquila verreauxii,14
Ara ambiguus,30,Ara ambiguus,17
Ara ararauna,162,Ara ararauna,123
Ara chloropterus,171,Ara chloropterus,29
Ara glaucogularis,31,Ara glaucogularis,10
Ara macao,176,Ara macao,448
Ara militaris,90,Ara militaris,99
Ara rubrogenys,21,Ara rubrogenys,19
Ara severus,150,Ara severus,21
Ara tricolor,0,Ara tricolor,3
Arachnothera affinis,3,Arachnothera affinis,3
Arachnothera chrysogenys,5,Arachnothera chrysogenys,16
Arachnothera clarae,7,Arachnothera clarae,9
Arachnothera crassirostris,2,Arachnothera crassirostris,7
Arachnothera dilutior,2,Arachnothera dilutior,9
Arachnothera everetti,4,Arachnothera everetti,29
Arachnothera flammifera,2,Arachnothera flammifera,15
Arachnothera flavigaster,10,Arachnothera flavigaster,14
Arachnothera juliae,7,Arachnothera juliae,5
Arachnothera longirostra,163,Arachnothera longirostra,671
Arachnothera magna,49,Arachnothera magna,28
Arachnothera modesta,6,Arachnothera modesta,14
Arachnothera robusta,6,Arachnothera robusta,10
Aramides albiventris,41,Aramides albiventris,0
Aramides axillaris,34,Aramides axillaris,5
Aramides cajaneus,271,Aramides cajaneus,12
Aramides calopterus,0,Aramides calopterus,0
Aramides mangle,8,Aramides mangle,5
Aramides saracura,99,Aramides saracura,0
Aramides wolfi,8,Aramides wolfi,0
Aramides ypecaha,79,Aramides ypecaha,11
Aramidopsis plateni,8,Aramidopsis plateni,3
Aramus guarauna,449,Aramus guarauna,74
Aratinga auricapillus,35,Aratinga auricapillus,46
Aratinga jandaya,13,Aratinga jandaya,31
Aratinga maculata,6,Aratinga maculata,6
Aratinga nenday,86,Aratinga nenday,27
Aratinga solstitialis,3,Aratinga solstitialis,46
Aratinga weddellii,68,Aratinga weddellii,30
Arborophila ardens,0,Arborophila ardens,71
Arborophila atrogularis,11,Arborophila atrogularis,13
Arborophila brunneopectus,18,Arborophila brunneopectus,50
Arborophila cambodiana,3,Arborophila cambodiana,0
Arborophila campbelli,14,Arborophila campbelli,0
Arborophila charltonii,20,Arborophila charltonii,3
Arborophila chloropus,34,Arborophila chloropus,11
Arborophila crudigularis,27,Arborophila crudigularis,39
Arborophila davidi,4,Arborophila davidi,0
Arborophila gingica,4,Arborophila gingica,80
Arborophila hyperythra,18,Arborophila hyperythra,0
Arborophila javanica,6,Arborophila javanica,7
Arborophila mandellii,10,Arborophila mandellii,0
Arborophila orientalis,2,Arborophila orientalis,0
Arborophila rolli,3,Arborophila rolli,0
Arborophila rubrirostris,5,Arborophila rubrirostris,0
Arborophila rufipectus,0,Arborophila rufipectus,88
Arborophila rufogularis,48,Arborophila rufogularis,22
Arborophila sumatrana,0,Arborophila sumatrana,0
Arborophila torqueola,54,Arborophila torqueola,17
Arcanator orostruthus,14,Arcanator orostruthus,7
Archboldia papuensis,3,Archboldia papuensis,5
Archilochus alexandri,143,Archilochus alexandri,47
Archilochus colubris,372,Archilochus colubris,91
Ardea alba,391,Ardea alba,49
Ardea cinerea,280,Ardea cinerea,84
Ardea cocoi,49,Ardea cocoi,13
Ardea goliath,2,Ardea goliath,0
Ardea herodias,779,Ardea herodias,169
Ardea humbloti,4,Ardea humbloti,0
Ardea insignis,0,Ardea insignis,4
Ardea intermedia,12,Ardea intermedia,33
Ardea melanocephala,12,Ardea melanocephala,0
Ardea pacifica,2,Ardea pacifica,1
Ardea purpurea,72,Ardea purpurea,18
Ardea sumatrana,6,Ardea sumatrana,0
Ardenna bulleri,0,Ardenna bulleri,12
Ardenna carneipes,5,Ardenna carneipes,1804
Ardenna creatopus,12,Ardenna creatopus,7
Ardenna gravis,17,Ardenna gravis,10
Ardenna grisea,14,Ardenna grisea,125
Ardenna pacifica,42,Ardenna pacifica,31
Ardenna tenuirostris,22,Ardenna tenuirostris,17
Ardeola bacchus,8,Ardeola bacchus,24
Ardeola grayii,36,Ardeola grayii,1
Ardeola idae,0,Ardeola idae,5
Ardeola ralloides,25,Ardeola ralloides,12
Ardeola rufiventris,0,Ardeola rufiventris,1
Ardeola speciosa,2,Ardeola speciosa,0
Ardeotis arabs,1,Ardeotis arabs,8
Ardeotis australis,1,Ardeotis australis,0
Ardeotis kori,1,Ardeotis kori,1534
Ardeotis nigriceps,1,Ardeotis nigriceps,6
Arenaria interpres,156,Arenaria interpres,99
Arenaria melanocephala,80,Arenaria melanocephala,6
Argusianus argus,47,Argusianus argus,2008
Arizelocichla chlorigula,9,Arizelocichla chlorigula,5
Arizelocichla fusciceps,6,Arizelocichla fusciceps,7
Arizelocichla masukuensis,16,Arizelocichla masukuensis,35
Arizelocichla milanjensis,25,Arizelocichla milanjensis,12
Arizelocichla montana,2,Arizelocichla montana,3
Arizelocichla neumanni,0,Arizelocichla neumanni,5
Arizelocichla nigriceps,9,Arizelocichla nigriceps,17
Arizelocichla tephrolaema,6,Arizelocichla tephrolaema,38
Arremon abeillei,25,Arremon abeillei,0
Arremon assimilis,232,Arremon assimilis,4
Arremon atricapillus,31,Arremon atricapillus,2
Arremon aurantiirostris,228,Arremon aurantiirostris,27
Arremon basilicus,21,Arremon basilicus,1
Arremon brunneinucha,321,Arremon brunneinucha,127
Arremon castaneiceps,35,Arremon castaneiceps,13
Arremon costaricensis,9,Arremon costaricensis,0
Arremon crassirostris,31,Arremon crassirostris,2
Arremon flavirostris,83,Arremon flavirostris,238
Arremon franciscanus,11,Arremon franciscanus,8
Arremon perijanus,17,Arremon perijanus,0
Arremon phaeopleurus,9,Arremon phaeopleurus,1
Arremon phygas,2,Arremon phygas,1
Arremon schlegeli,25,Arremon schlegeli,13
Arremon semitorquatus,29,Arremon semitorquatus,9
Arremon taciturnus,131,Arremon taciturnus,272
Arremon torquatus,43,Arremon torquatus,98
Arremon virenticeps,41,Arremon virenticeps,12
Arremonops chloronotus,118,Arremonops chloronotus,6
Arremonops conirostris,308,Arremonops conirostris,5
Arremonops rufivirgatus,209,Arremonops rufivirgatus,19
Arremonops tocuyensis,21,Arremonops tocuyensis,0
Arses insularis,3,Arses insularis,16
Arses kaupi,8,Arses kaupi,17
Arses lorealis,4,Arses lorealis,15
Arses telescopthalmus,15,Arses telescopthalmus,28
Artamella viridis,7,Artamella viridis,16
Artamus cinereus,20,Artamus cinereus,55
Artamus cyanopterus,27,Artamus cyanopterus,24
Artamus fuscus,97,Artamus fuscus,0
Artamus insignis,0,Artamus insignis,0
Artamus leucorynchus,43,Artamus leucorynchus,37
Artamus maximus,4,Artamus maximus,7
Artamus mentalis,3,Artamus mentalis,0
Artamus minor,2,Artamus minor,1
Artamus monachus,3,Artamus monachus,0
Artamus personatus,17,Artamus personatus,76
Artamus superciliosus,33,Artamus superciliosus,59
Artemisiospiza belli,277,Artemisiospiza belli,136
Artemisiospiza nevadensis,170,Artemisiospiza nevadensis,9
Artisornis metopias,20,Artisornis metopias,135
Artisornis moreaui,13,Artisornis moreaui,14
Arundinax aedon,139,Arundinax aedon,27
Arundinicola leucocephala,15,Arundinicola leucocephala,35
Asarcornis scutulata,1,Asarcornis scutulata,10
Asemospiza fuliginosa,79,Asemospiza fuliginosa,8
Asemospiza obscura,109,Asemospiza obscura,84
Ashbyia lovensis,0,Ashbyia lovensis,4
Asio abyssinicus,0,Asio abyssinicus,0
