PetersTaxonomy	InClements?
Prinia_flavicans	Clements
Prinia_flaviventris	Clements
Prinia_fluviatilis	Clements
Prinia_gracilis	Clements
Prinia_hodgsonii	Clements
Prinia_leontica	No
Prinia_leucopogon	No
Prinia_maculosa	Clements
Prinia_molleri	Clements
Prinia_pectoralis	No
Prinia_polychroa	Clements
Prinia_robertsi	No
Prinia_rufescens	Clements
Prinia_socialis	Clements
Prinia_somalica	Clements
Prinia_subflava	Clements
Prinia_substriata	No
Prinia_sylvatica	Clements
Priocella_antarctica	No
Prioniturus_discurus	Clements
Prioniturus_flavicans	Clements
Prioniturus_luconensis	Clements
Prioniturus_mada	Clements
Prioniturus_platurus	Clements
Prionochilus_maculatus	Clements
Prionochilus_olivaceus	Clements
Prionochilus_percussus	Clements
Prionochilus_plateni	Clements
Prionochilus_thoracicus	Clements
Prionochilus_xanthopygius	Clements
Prionodura_newtoniana	No
Prionops_alberti	Clements
Prionops_caniceps	Clements
Prionops_gabela	Clements
Prionops_plumata	No
Prionops_poliolopha	No
Prionops_retzii	Clements
Prionops_scopifrons	Clements
Priotelus_temnurus	Clements
Probosciger_aterrimus	Clements
Procellaria_aequinoctialis	Clements
Procellaria_cinerea	Clements
Procellaria_conspicillata	Clements
Procellaria_parkinsoni	Clements
Procellaria_westlandica	Clements
Procelsterna_cerulea	No
Procnias_alba	No
Procnias_averano	Clements
Procnias_nudicollis	Clements
Procnias_tricarunculata	No
Prodotiscus_insignis	Clements
Prodotiscus_regulus	Clements
Progne_chalybea	Clements
Progne_dominicensis	Clements
Progne_modesta	Clements
Progne_subis	Clements
Progne_tapera	Clements
Promerops_cafer	Clements
Promerops_gurneyi	Clements
Prosobonia_leucoptera	Clements
Prosopeia_personata	Clements
Prosopeia_tabuensis	Clements
Prosthemadera_novaeseelandiae	Clements
Protonotaria_citrea	Clements
Prunella_atrogularis	Clements
Prunella_collaris	Clements
Prunella_fulvescens	Clements
Prunella_himalayana	Clements
Prunella_immaculata	Clements
Prunella_koslowi	Clements
Prunella_modularis	Clements
Prunella_montanella	Clements
Prunella_ocularis	Clements
Prunella_rubeculoides	Clements
Prunella_rubida	Clements
Prunella_strophiata	Clements
Psalidoprocne_albiceps	Clements
Psalidoprocne_antinorii	No
Psalidoprocne_chalybea	No
Psalidoprocne_fuliginosa	Clements
Psalidoprocne_holomelaena	No
Psalidoprocne_mangbettorum	No
Psalidoprocne_nitens	Clements
Psalidoprocne_obscura	Clements
Psalidoprocne_oleaginea	No
Psalidoprocne_orientalis	No
Psalidoprocne_petiti	No
Psalidoprocne_pristoptera	Clements
Psaltria_exilis	Clements
Psaltriparus_melanotis	No
Psaltriparus_minimus	Clements
Psarisomus_dalhousiae	Clements
Psarocolius_angustifrons	Clements
Psarocolius_atrovirens	Clements
Psarocolius_bifasciatus	Clements
Psarocolius_cassini	Clements
Psarocolius_decumanus	Clements
Psarocolius_guatimozinus	Clements
Psarocolius_latirostris	No
Psarocolius_montezuma	Clements
Psarocolius_oseryi	No
Psarocolius_viridis	Clements
Psarocolius_wagleri	Clements
Psarocolius_yuracares	No
Pselliophorus_luteoviridis	No
Pselliophorus_tibialis	No
Psephotus_chrysopterygius	Clements
Psephotus_haematonotus	Clements
Psephotus_pulcherrimus	Clements
Psephotus_varius	Clements
Pseudalaemon_fremantlii	No
Pseudeos_fuscata	Clements
Pseudhirundo_griseopyga	Clements
Pseudibis_davisoni	Clements
Pseudibis_gigantea	Clements
Pseudibis_papillosa	Clements
Pseudobias_wardi	Clements
Pseudocalyptomena_graueri	Clements
Pseudochelidon_eurystomina	Clements
Pseudocolaptes_boissonneautii	Clements
Pseudocolaptes_lawrencii	Clements
Pseudocolopteryx_acutipennis	Clements
Pseudocolopteryx_dinellianus	No
Pseudocolopteryx_flaviventris	Clements
Pseudocolopteryx_sclateri	Clements
Pseudocossyphus_imerinus	No
Pseudogyps_africanus	No
Pseudogyps_bengalensis	No
Pseudoleistes_guirahuro	Clements
Pseudoleistes_virescens	Clements
Pseudonestor_xanthophrys	Clements
Pseudonigrita_arnaudi	Clements
Pseudonigrita_cabanisi	Clements
Pseudopodoces_humilis	Clements
Pseudoptynx_philippensis	No
Pseudoscops_grammicus	Clements
Pseudoseisura_cristata	Clements
Pseudoseisura_gutturalis	Clements
Pseudoseisura_lophotes	Clements
Pseudotadorna_cristata	No
Pseudototanus_guttifer	No
Pseudotriccus_pelzelni	Clements
Pseudotriccus_ruficeps	Clements
Pseudotriccus_simplex	Clements
Psilopogon_pyrolophus	Clements
Psilopsiagon_aurifrons	Clements
Psilorhamphus_guttatus	Clements
Psilorhinus_morio	Clements
Psittacella_brehmii	Clements
Psittacella_modesta	Clements
Psittacella_picta	Clements
Psittacula_alexandri	Clements
Psittacula_calthorpae	No
Psittacula_caniceps	Clements
Psittacula_columboides	Clements
Psittacula_cyanocephala	Clements
Psittacula_derbyana	No
Psittacula_eupatria	Clements
Psittacula_exsul	Clements
Psittacula_himalayana	Clements
Psittacula_intermedia	No
Psittacula_krameri	Clements
Psittacula_longicauda	Clements
Psittaculirostris_desmarestii	Clements
Psittaculirostris_salvadorii	Clements
Psittacus_erithacus	Clements
Psitteuteles_flavoviridis	No
Psitteuteles_goldiei	Clements
Psitteuteles_iris	Clements
Psitteuteles_johnstoniae	No
Psitteuteles_versicolor	Clements
Psittinus_cyanurus	Clements
Psittirostra_psittacea	Clements
Psittrichas_fulgidus	Clements
Psophia_crepitans	Clements
Psophia_leucoptera	Clements
Psophia_viridis	Clements
Psophodes_nigrogularis	Clements
Psophodes_olivaceus	Clements
Pteridophora_alberti	Clements
Pternistis_afer	Clements
Pternistis_leucoscepus	Clements
Pternistis_rufopictus	Clements
Pternistis_swainsonii	Clements
Pterocles_alchata	Clements
Pterocles_bicinctus	Clements
Pterocles_burchelli	Clements
Pterocles_coronatus	Clements
Pterocles_decoratus	Clements
Pterocles_exustus	Clements
Pterocles_gutturalis	Clements
Pterocles_indicus	Clements
Pterocles_lichtensteinii	Clements
Pterocles_namaqua	Clements
Pterocles_orientalis	Clements
Pterocles_personatus	Clements
Pterocles_quadricinctus	Clements
Pterocles_senegallus	Clements
Pterocnemia_pennata	No
Pterodroma_agilis	No
Pterodroma_alba	Clements
Pterodroma_arminjoniana	Clements
Pterodroma_aterrima	No
Pterodroma_atrata	Clements
Pterodroma_axillaris	Clements
Pterodroma_baraui	Clements
Pterodroma_becki	No
Pterodroma_brevirostris	No
Pterodroma_cahow	Clements
Pterodroma_caribbaea	No
Pterodroma_cookii	Clements
Pterodroma_defilippiana	Clements
Pterodroma_externa	Clements
Pterodroma_hasitata	Clements
Pterodroma_heraldica	Clements
Pterodroma_hypoleuca	Clements
Pterodroma_incerta	Clements
Pterodroma_inexpectata	Clements
Pterodroma_lessonii	Clements
Pterodroma_leucoptera	Clements
Pterodroma_longirostris	Clements
Pterodroma_macgillivrayi	No
Pterodroma_macroptera	Clements
Pterodroma_magentae	Clements
Pterodroma_mollis	Clements
Pterodroma_neglecta	Clements
Pterodroma_nigripennis	Clements
Pterodroma_oliveri	No
Pterodroma_phaeopygia	Clements
Pterodroma_phillipii	No
Pterodroma_rostrata	No
Pterodroma_solandri	Clements
Pterodroma_sordida	No
Pterodroma_ultima	Clements
Pterodroma_velificans	No
Pterodroma_wortheni	No
Pteroglossus_aracari	Clements
Pteroglossus_beauharnaesii	Clements
Pteroglossus_bitorquatus	Clements
Pteroglossus_castanotis	Clements
Pteroglossus_erythropygius	No
Pteroglossus_flavirostris	No
Pteroglossus_mariae	No
Pteroglossus_olallae	No
Pteroglossus_pluricinctus	Clements
Pteroglossus_sanguineus	No
Pteroglossus_torquatus	Clements
Pteroglossus_viridis	Clements
Pteronetta_hartlaubii	Clements
Pterophanes_cyanopterus	Clements
Pteropodocys_maxima	No
Pteroptochos_castaneus	Clements
Pteroptochos_megapodius	Clements
Pteroptochos_tarnii	Clements
Pteruthius_aenobarbus	Clements
Pteruthius_flaviscapis	Clements
Pteruthius_melanotis	Clements
Pteruthius_rufiventer	Clements
Pteruthius_xanthochlorus	Clements
Ptilinopus_aurantiifrons	Clements
Ptilinopus_bellus	No
Ptilinopus_coralensis	Clements
Ptilinopus_coronulatus	Clements
Ptilinopus_dupetithouarsii	Clements
Ptilinopus_eugeniae	Clements
Ptilinopus_geelvinkiana	No
Ptilinopus_granulifrons	Clements
Ptilinopus_greyii	No
Ptilinopus_huttoni	Clements
Ptilinopus_hyogastra	No
Ptilinopus_insolitus	Clements
Ptilinopus_insularis	Clements
Ptilinopus_iozonus	Clements
Ptilinopus_jambu	Clements
Ptilinopus_melanospila	No
Ptilinopus_mercierii	Clements
Ptilinopus_miquelii	No
Ptilinopus_monacha	Clements
Ptilinopus_naina	No
Ptilinopus_ornatus	Clements
Ptilinopus_pectoralis	No
Ptilinopus_pelewensis	Clements
Ptilinopus_perlatus	Clements
Ptilinopus_perousii	Clements
Ptilinopus_ponapensis	Clements
Ptilinopus_porphyraceus	Clements
Ptilinopus_pulchellus	Clements
Ptilinopus_purpuratus	Clements
Ptilinopus_rarotongensis	Clements
Ptilinopus_regina	Clements
Ptilinopus_richardsii	Clements
Ptilinopus_rivoli	Clements
Ptilinopus_roseicapilla	Clements
Ptilinopus_solomonensis	Clements
Ptilinopus_superbus	Clements
Ptilinopus_tannensis	Clements
Ptilinopus_viridis	Clements
Ptilinopus_wallacii	Clements
Ptilocichla_falcata	Clements
Ptilocichla_leucogrammica	Clements
Ptilocichla_mindanensis	Clements
Ptilogonys_caudatus	No
Ptilogonys_cinereus	No
Ptilolaemus_tickelli	No
Ptilonorhynchus_violaceus	Clements
Ptilopachus_petrosus	Clements
Ptiloprora_erythropleura	Clements
Ptiloprora_guisei	Clements
Ptiloprora_meekiana	Clements
Ptiloprora_perstriata	Clements
Ptiloprora_plumbea	Clements
Ptiloris_magnificus	Clements
Ptiloris_paradiseus	Clements
Ptiloris_victoriae	Clements
Ptilorrhoa_caerulescens	Clements
Ptilorrhoa_castanonota	Clements
Ptilorrhoa_leucosticta	Clements
Ptiloscelys_resplendens	No
Ptilostomus_afer	Clements
Ptochoptera_iolaima	No
Ptychoramphus_aleuticus	Clements
Ptyonoprogne_concolor	Clements
Ptyonoprogne_fuligula	Clements
Ptyonoprogne_obsoleta	No
Ptyonoprogne_rupestris	Clements
Ptyrticus_turdinus	No
Pucrasia_macrolopha	Clements
Puffinus_assimilis	Clements
Puffinus_auricularis	Clements
Puffinus_bulleri	No
Puffinus_bulleri	No
Puffinus_carneipes	No
Puffinus_creatopus	No
Puffinus_diomedea	No
Puffinus_gavia	Clements
Puffinus_gravis	No
Puffinus_griseus	No
Puffinus_heinrothi	Clements
Puffinus_huttoni	Clements
Puffinus_iherminieri	No
Puffinus_leucomelas	No
Puffinus_lherminieri	Clements
Puffinus_nativitatis	Clements
Puffinus_newelli	Clements
Puffinus_opisthomelas	Clements
Puffinus_pacificus	No
Puffinus_persicus	Clements
Puffinus_puffinus	Clements
Puffinus_reinholdi	No
Puffinus_tenuirostris	No
Pulsatrix_koeniswaldiana	Clements
Pulsatrix_melanota	Clements
Pulsatrix_perspicillata	Clements
Purpureicephalus_spurius	Clements
Pycnonotus_ansorgei	No
Pycnonotus_atriceps	No
Pycnonotus_aurigaster	Clements
Pycnonotus_barbatus	Clements
Pycnonotus_bimaculatus	Clements
Pycnonotus_blanfordi	Clements
Pycnonotus_brunneus	Clements
Pycnonotus_cafer	Clements
Pycnonotus_capensis	Clements
Pycnonotus_curvirostris	No
Pycnonotus_cyaniventris	No
Pycnonotus_erythropthalmos	No
Pycnonotus_eutilotus	No
Pycnonotus_finlaysoni	Clements
Pycnonotus_flavescens	Clements
Pycnonotus_goiavier	Clements
Pycnonotus_gracilirostris	No
Pycnonotus_gracilis	No
Pycnonotus_importunus	No
Pycnonotus_jocosus	Clements
Pycnonotus_latirostris	No
Pycnonotus_leucogenys	Clements
Pycnonotus_leucogrammicus	Clements
Pycnonotus_luteolus	Clements
Pycnonotus_masukuensis	No
Pycnonotus_melanicterus	No
Pycnonotus_melanoleucos	No
Pycnonotus_milanjensis	No
Pycnonotus_montanus	No
Pycnonotus_nieuwenhuisii	Clements
Pycnonotus_nigricans	Clements
Pycnonotus_penicillatus	Clements
Pycnonotus_plumosus	Clements
Pycnonotus_priocephalus	No
Pycnonotus_simplex	Clements
Pycnonotus_sinensis	Clements
Pycnonotus_squamatus	No
Pycnonotus_striatus	Clements
Pycnonotus_taivanus	Clements
Pycnonotus_tephrolaemus	No
Pycnonotus_tympanistrigus	Clements
Pycnonotus_urostictus	No
Pycnonotus_virens	No
Pycnonotus_xantholaemus	Clements
Pycnonotus_xanthopygos	Clements
Pycnonotus_xanthorrhous	Clements
Pycnonotus_zeylanicus	Clements
Pycnoptilus_floccosus	Clements
Pycnopygius_cinereus	Clements
Pycnopygius_ixoides	Clements
Pycnopygius_stictocephalus	Clements
Pygarrhichas_albogularis	Clements
Pygiptila_stellaris	Clements
Pygoscelis_adeliae	Clements
Pygoscelis_antarctica	No
Pygoscelis_papua	Clements
Pyrenestes_minor	Clements
Pyrenestes_ostrinus	Clements
Pyrenestes_sanguineus	Clements
Pyriglena_atra	Clements
Pyriglena_leuconota	Clements
Pyriglena_leucoptera	Clements
Pyrocephalus_rubinus	Clements
Pyroderus_scutatus	Clements
Pyrrhocoma_ruficeps	No
Pyrrhocorax_graculus	Clements
Pyrrhocorax_pyrrhocorax	Clements
Pyrrholaemus_brunneus	Clements
Pyrrhomyias_cinnamomea	No
Pyrrhoplectes_epauletta	Clements
Pyrrhula_aurantiaca	Clements
Pyrrhula_erythaca	Clements
Pyrrhula_erythrocephala	Clements
Pyrrhula_leucogenys	Close
Pyrrhula_nipalensis	Clements
Pyrrhula_pyrrhula	Clements
Pyrrhura_albipectus	Clements
Pyrrhura_berlepschi	No
Pyrrhura_calliptera	Clements
Pyrrhura_cruentata	Clements
Pyrrhura_devillei	Clements
Pyrrhura_egregia	Clements
Pyrrhura_frontalis	Clements
Pyrrhura_hoematotis	Clements
Pyrrhura_hoffmanni	Clements
Pyrrhura_hypoxantha	No
Pyrrhura_leucotis	Clements
Pyrrhura_melanura	Clements
Pyrrhura_molinae	Clements
Pyrrhura_perlata	Clements
Pyrrhura_picta	Clements
Pyrrhura_rhodocephala	Clements
Pyrrhura_rhodogaster	No
Pyrrhura_rupicola	Clements
Pyrrhura_viridicata	Clements
Pyrroglaux_podargina	Clements
Pytilia_afra	Clements
Pytilia_hypogrammica	Clements
Pytilia_melba	Clements
Pytilia_phoenicoptera	Clements
Quelea_cardinalis	Clements
Quelea_erythrops	Clements
Quelea_quelea	Clements
Querula_purpurata	Clements
Quiscalus_lugubris	Clements
Quiscalus_major	Clements
Quiscalus_mexicanus	Clements
Quiscalus_nicaraguensis	Clements
Quiscalus_niger	Clements
Quiscalus_palustris	Clements
Quiscalus_quiscula	Clements
Rallicula_leucospila	No
Rallicula_rubra	No
Rallina_canningi	Clements
Rallina_eurizonoides	Clements
Rallina_fasciata	Clements
Rallina_tricolor	Clements
Rallus_aquaticus	Clements
Rallus_caerulescens	Clements
Rallus_ecaudata	No
Rallus_elegans	Clements
Rallus_limicola	Clements
Rallus_longirostris	Clements
Rallus_madagascariensis	Clements
Rallus_muelleri	No
Rallus_owstoni	No
Rallus_pectoralis	No
Rallus_philippensis	No
Rallus_semiplumbeus	Clements
Rallus_striatus	No
Rallus_torquatus	No
Rallus_wakensis	No
Ramphastos_ambiguus	Clements
Ramphastos_aurantiirostris	No
Ramphastos_citreolaemus	No
Ramphastos_cuvieri	No
Ramphastos_dicolorus	Clements
Ramphastos_inca	No
Ramphastos_sulfuratus	Clements
Ramphastos_swainsonii	No
Ramphastos_toco	Clements
Ramphastos_tucanus	Clements
Ramphastos_vitellinus	Clements
Ramphocaenus_melanurus	Clements
Ramphocelus_bresilius	Clements
Ramphocelus_carbo	Clements
Ramphocelus_dimidiatus	Clements
Ramphocelus_flammigerus	Clements
Ramphocelus_melanogaster	Clements
Ramphocelus_nigrogularis	Clements
Ramphocelus_passerinii	Clements
Ramphocelus_sanguinolentus	Clements
Ramphocinclus_brachyurus	Clements
Ramphocoris_clotbey	Clements
Ramphodon_dohrnii	No
Ramphodon_naevius	Clements
Ramphomicron_dorsale	Clements
Ramphomicron_microrhynchum	Clements
Ramphotrigon_fuscicauda	Clements
Ramphotrigon_megacephala	No
Ramphotrigon_ruficauda	Clements
Ramsayornis_fasciatus	Clements
Ramsayornis_modestus	Clements
Randia_pseudozosterops	Clements
Raphus_cucullatus	Clements
Raphus_solitarius	No
Recurvirostra_americana	Clements
Recurvirostra_andina	Clements
Recurvirostra_avosetta	Clements
Recurvirostra_novaehollandiae	Clements
Regulus_calendula	Clements
Regulus_goodfellowi	Clements
Regulus_ignicapillus	No
Regulus_regulus	Clements
Regulus_satrapa	Clements
Reinarda_squamata	No
Reinwardtoena_browni	Clements
Reinwardtoena_reinwardtsi	No
Remiz_pendulinus	Clements
Rhabdornis_inornatus	Clements
Rhabdornis_mysticalis	No
Rhagologus_leucostigma	Clements
Rhamphocharis_crassirostris	No
Rhamphococcyx_calyorhynchus	Clements
Rhamphococcyx_curvirostris	No
Rhamphomantis_megarhynchus	No
Rhea_americana	Clements
Rhegmatorhina_berlepschi	Clements
Rhegmatorhina_cristata	Clements
Rhegmatorhina_gymnops	Clements
Rhegmatorhina_hoffmannsi	Clements
Rhegmatorhina_melanosticta	Clements
Rheinardia_ocellata	Clements
Rhinocrypta_lanceolata	Clements
Rhinomyias_addita	No
Rhinomyias_brunneata	No
Rhinomyias_colonus	No
Rhinomyias_goodfellowi	No
Rhinomyias_gularis	No
Rhinomyias_insignis	No
Rhinomyias_olivacea	No
Rhinomyias_oscillans	No
Rhinomyias_ruficauda	No
Rhinomyias_umbratilis	No
Rhinoplax_vigil	No
Rhinopomastus_cyanomelas	Clements
Rhinopomastus_minor	Clements
Rhinoptilus_africanus	No
Rhinoptilus_bitorquatus	Clements
Rhinoptilus_chalcopterus	Clements
Rhinoptilus_cinctus	Clements
Rhinoptynx_clamator	No
Rhinortha_chlorophaea	Clements
Rhipidura_albicollis	Clements
Rhipidura_albolimbata	Clements
Rhipidura_atra	Clements
Rhipidura_aureola	Clements
Rhipidura_brachyrhyncha	Clements
Rhipidura_cockerelli	Clements
Rhipidura_cyaniceps	Clements
Rhipidura_dahli	Clements
Rhipidura_dedemi	Clements
Rhipidura_drownei	Clements
Rhipidura_euryura	Clements
Rhipidura_fuliginosa	Clements
Rhipidura_hyperythra	Clements
Rhipidura_hypoxantha	No
Rhipidura_javanica	Clements
Rhipidura_lepida	Clements
Rhipidura_leucophrys	Clements
Rhipidura_leucothorax	Clements
Rhipidura_maculipectus	Clements
Rhipidura_malaitae	Clements
Rhipidura_matthiae	Clements
Rhipidura_nebulosa	Clements
Rhipidura_nigrocinnamomea	Clements
Rhipidura_opistherythra	Clements
Rhipidura_perlata	Clements
Rhipidura_personata	Clements
Rhipidura_phoenicura	Clements
Rhipidura_rennelliana	Clements
Rhipidura_rufidorsa	Clements
Rhipidura_rufifrons	Clements
Rhipidura_rufiventris	Clements
Rhipidura_spilodera	No
Rhipidura_superciliaris	Clements
Rhipidura_superflua	Clements
Rhipidura_tenebrosa	Clements
Rhipidura_teysmanni	Clements
Rhipidura_threnothorax	Clements
Rhizothera_longirostris	Clements
Rhodinocichla_rosea	Clements
Rhodonessa_caryophyllacea	Clements
Rhodopechys_githaginea	No
Rhodopechys_mongolica	No
Rhodopechys_obsoleta	No
Rhodopechys_sanguinea	No
Rhodopis_vesper	Clements
Rhodospingus_cruentus	Clements
Rhodostethia_rosea	Clements
Rhodothraupis_celaeno	Clements
Rhopocichla_atriceps	Clements
Rhopodytes_diardi	No
Rhopodytes_sumatranus	No
Rhopodytes_tristis	No
Rhopodytes_viridirostris	No
Rhopophilus_pekinensis	Clements
Rhopornis_ardesiaca	No
Rhyacornis_bicolor	No
Rhyacornis_fuliginosus	No
Rhynchocyclus_brevirostris	Clements
Rhynchocyclus_fulvipectus	Clements
Rhynchocyclus_olivaceus	Clements
Rhynchopsitta_pachyrhyncha	Clements
Rhynchortyx_cinctus	Clements
Rhynchostruthus_socotranus	Clements
Rhynchotus_rufescens	Clements
Rhynochetos_jubatus	Clements
Rhytipterna_holerythra	Clements
Rhytipterna_immunda	Clements
Rhytipterna_simplex	Clements
Rimator_malacoptilus	No
Riparia_cincta	Clements
Riparia_congica	Clements
Riparia_paludicola	Clements
Riparia_riparia	Clements
Rissa_brevirostris	Clements
Rissa_tridactyla	Clements
Rogibyx_tricolor	No
Rollandia_microptera	Clements
Rollandia_rolland	Clements
Rollulus_roulroul	No
Roraimia_adusta	Clements
Rostratula_benghalensis	Clements
Rostrhamus_hamatus	No
Rostrhamus_sociabilis	Clements
Rougetius_rougetii	Clements
Rowettia_goughensis	Clements
Rukia_longirostra	Clements
Rukia_oleaginea	No
Rukia_palauensis	No
Rukia_ruki	Clements
Rupicola_peruviana	No
Rupicola_rupicola	Clements
Ruwenzorornis_johnstoni	Clements
Rynchops_albicollis	Clements
Rynchops_flavirostris	Clements
Rynchops_nigra	Close
Sagittarius_serpentarius	Clements
Sakesphorus_bernardi	No
Sakesphorus_canadensis	Clements
Sakesphorus_cristatus	Clements
Sakesphorus_luctuosus	Clements
Sakesphorus_melanonotus	No
Sakesphorus_melanothorax	No
Salpinctes_mexicanus	No
Salpinctes_obsoletus	Clements
Salpornis_spilonotus	No
Saltator_albicollis	Clements
Saltator_atriceps	Clements
Saltator_atricollis	No
Saltator_atripennis	Clements
Saltator_aurantiirostris	Clements
Saltator_cinctus	Clements
Saltator_coerulescens	Clements
Saltator_maxillosus	Clements
Saltator_maximus	Clements
Saltator_orenocensis	Clements
Saltator_rufiventris	No
Saltator_similis	Clements
Saltatricula_multicolor	Clements
Salvadorina_waigiuensis	Clements
Sapayoa_aenigma	Clements
Sapheopipo_noguchii	No
Sappho_sparganura	No
Sarciophorus_tectus	No
Sarcogyps_calvus	Clements
Sarcops_calvus	Clements
Sarcoramphus_papa	Clements
Sarkidiornis_carunculata	No
Sarkidiornis_melanota	No
Sarkidiornis_melanotos	Clements
Saroglossa_aurata	No
Saroglossa_spiloptera	No
Sarothrura_antonii	No
Sarothrura_bohmi	No
Sarothrura_elegans	Clements
Sarothrura_insularis	Clements
Sarothrura_lineata	No
Sarothrura_lugeus	Closse
Sarothrura_pulchra	Clements
Sarothrura_rufa	Clements
Sarothrura_watersi	Clements
Sasia_abnormis	Clements
Sasia_ochracea	Clements
Satrapa_icterophrys	Clements
Saurothera_merlini	No
Saurothera_vetula	No
Saxicola_caprata	Clements
Saxicola_dacotiae	Clements
Saxicola_ferrea	No
Saxicola_gutturalis	Clements
Saxicola_insignis	Clements
Saxicola_jerdoni	Clements
Saxicola_leucura	No
Saxicola_macrorhyncha	No
Saxicola_rubetra	Clements
Saxicola_torquata	No
Saxicoloides_fulicata	No
Sayornis_nigricans	Clements
Sayornis_phoebe	Clements
Sayornis_saya	Clements
Scaphidura_oryzivora	No
Scardafella_inca	No
Scardafella_squammata	No
Sceloglaux_albifacies	Clements
Scelorchilus_albicollis	Clements
Scelorchilus_rubecula	Clements
Scenopoeetes_dentirostris	Clements
Schetba_rufa	Clements
Schiffornis_major	Clements
Schiffornis_turdinus	No
Schiffornis_virescens	Clements
Schistes_geoffroyi	Clements
Schistochlamys_melanopis	Clements
Schistochlamys_ruficapillus	Clements
Schizoeaca_coryi	No
Schizoeaca_fuliginosa	No
Schizoeaca_griseomurina	No
Schizoeaca_harterti	No
Schizoeaca_helleri	No
Schizoeaca_palpebralis	No
Schoenicola_platyura	No
Schoeniophylax_phryganophila	No
Scissirostrum_dubium	Clements
Sclateria_naevia	Clements
Sclerurus_albigularis	Clements
Sclerurus_caudacutus	Clements
Sclerurus_guatemalensis	Clements
Sclerurus_mexicanus	Clements
Sclerurus_rufigularis	Clements
Sclerurus_scansor	Clements
Scolopax_celebensis	Clements
Scolopax_rochussenii	Clements
Scolopax_rusticola	Clements
Scolopax_saturata	Clements
Scopus_umbretta	Clements
Scotocerca_inquieta	Clements
Scotopelia_bouvieri	Clements
Scotopelia_peli	Clements
Scotopelia_ussheri	Clements
Scotornis_climacurus	No
Scotornis_fossii	No
Scytalopus_argentifrons	Clements
Scytalopus_chiriquensis	No
Scytalopus_femoralis	Clements
Scytalopus_indigoticus	No
Scytalopus_latebricola	Clements
Scytalopus_macropus	Clements
Scytalopus_magellanicus	Clements
Scytalopus_panamensis	Clements
Scytalopus_speluncae	Clements
Scytalopus_unicolor	Clements
Scythrops_novaehollandiae	Clements
Seicercus_affinis	No
Seicercus_burkii	No
Seicercus_castaniceps	No
Seicercus_grammiceps	No
Seicercus_montis	No
Seicercus_poliogenys	No
Seicercus_xanthoschistos	No
Seiurus_aurocapillus	No
Seiurus_motacilla	No
Seiurus_noveboracensis	No
Selasphorus_ardens	Clements
Selasphorus_flammula	Clements
Selasphorus_platycercus	Clements
Selasphorus_rufus	Clements
Selasphorus_sasin	Clements
Selasphorus_scintilla	Clements
Selasphorus_simoni	No
Selasphorus_torridus	No
Selenidera_culik	No
Selenidera_langsdorffii	No
Selenidera_maculirostris	Clements
Selenidera_nattereri	Clements
Selenidera_reinwardtii	Clements
Selenidera_spectabilis	Clements
Seleucidis_melanoleuca	No
Semeiophorus_vexillarius	No
Semioptera_wallacei	Close
Semnornis_frantzii	Clements
Semnornis_ramphastinus	Clements
Sephanoides_fernandensis	Clements
Sephanoides_sephanoides	No
Sericornis_arfakianus	Clements
Sericornis_beccarii	Clements
Sericornis_citreogularis	Clements
Sericornis_frontalis	Clements
Sericornis_humilis	Clements
Sericornis_keri	Clements
Sericornis_maculatus	No
Sericornis_magnirostris	No
Sericornis_magnus	No
Sericornis_nouhuysi	Clements
Sericornis_papuensis	Clements
Sericornis_perspicillatus	Clements
Sericornis_rufescens	Clements
Sericornis_spilodera	Clements
Sericossypha_albocristata	Clements
Sericotes_holosericeus	No
Sericulus_aureus	Clements
Sericulus_bakeri	Clements
Sericulus_chrysocephalus	Clements
Serilophus_lunatus	Clements
Serinus_alario	Clements
Serinus_albogularis	No
Serinus_atrogularis	No
Serinus_burtoni	No
Serinus_canaria	Clements
Serinus_canicollis	Clements
Serinus_capistratus	No
Serinus_citrinella	No
Serinus_citrinelloides	No
Serinus_citrinipectus	No
Serinus_donaldsoni	No
Serinus_estherae	No
Serinus_flaviventris	No
Serinus_frontalis	No
Serinus_gularis	No
Serinus_koliensis	No
Serinus_leucopterus	No
Serinus_leucopygius	No
Serinus_menachensis	No
Serinus_mennelli	No
Serinus_mozambicus	No
Serinus_nigriceps	Clements
Serinus_pusillus	Clements
Serinus_rufobrunneus	No
Serinus_scotops	No
Serinus_serinus	Clements
Serinus_striolatus	No
Serinus_sulphuratus	No
Serinus_syriacus	Clements
Serinus_thibetanus	No
Serinus_totta	No
Serinus_tristriatus	No
Serpophaga_araguayae	No
Serpophaga_cinerea	Clements
Serpophaga_hypoleuca	Clements
Serpophaga_nigricans	Clements
Serpophaga_subcristata	Clements
Setophaga_ruticilla	Clements
Setornis_criniger	Clements
Sialia_currucoides	Clements
Sialia_mexicana	Clements
Sialia_sialis	Clements
Sicalis_auriventris	Clements
Sicalis_citrina	Clements
Sicalis_columbiana	Clements
Sicalis_flaveola	Clements
Sicalis_lutea	Clements
Sicalis_luteocephala	Clements
Sicalis_luteola	Clements
Sicalis_olivascens	Clements
Sicalis_raimondii	Clements
Sicalis_taczanowskii	Clements
Sicalis_uropygialis	Clements
Simoxenops_striatus	No
Simoxenops_ucayalae	No
Siphonorhis_americanus	No
Sipia_berlepschi	Clements
Sipia_rosenbergi	No
Siptornis_striaticollis	Clements
Siptornopsis_hypochondriacus	No
Sirystes_sibilator	Clements
