PetersTaxonomy	InClements?
Dicaeum_melanoxanthum	No
Dicaeum_monticolum	Clements
Dicaeum_nehrkorni	Clements
Dicaeum_nigrilore	Clements
Dicaeum_pectorale	Clements
Dicaeum_proprium	Clements
Dicaeum_pygmaeum	Clements
Dicaeum_quadricolor	Clements
Dicaeum_retrocinctum	Clements
Dicaeum_sanguinolentum	Clements
Dicaeum_trigonostigma	Clements
Dicaeum_tristrami	Clements
Dicaeum_trochileum	Clements
Dicaeum_vincens	Clements
Dicaeum_vulneratum	Clements
Dichromanassa_rufescens	No
Dichrozona_cincta	Clements
Dicrocercus_hirundineus	No
Dicrurus_adsimilis	Clements
Dicrurus_aeneus	Clements
Dicrurus_aldabranus	Clements
Dicrurus_andamanensis	Clements
Dicrurus_annectans	No
Dicrurus_atripennis	Clements
Dicrurus_balicassius	Clements
Dicrurus_caerulescens	Clements
Dicrurus_forficatus	Clements
Dicrurus_fuscipennis	Clements
Dicrurus_hottentottus	Clements
Dicrurus_leucophaeus	Clements
Dicrurus_ludwigii	Clements
Dicrurus_macrocercus	Clements
Dicrurus_megarhynchus	Clements
Dicrurus_montanus	Clements
Dicrurus_paradiseus	Clements
Dicrurus_remifer	Clements
Dicrurus_waldenii	Clements
Didunculus_strigirostris	Clements
Diglossa_albilatera	Clements
Diglossa_baritula	Clements
Diglossa_caerulescens	Clements
Diglossa_carbonaria	Clements
Diglossa_cyanea	Clements
Diglossa_duidae	Clements
Diglossa_glauca	Clements
Diglossa_indigotica	Clements
Diglossa_lafresnayii	Clements
Diglossa_major	Clements
Diglossa_venezuelensis	Clements
Dinemellia_dinemelli	Clements
Dinopium_benghalense	Clements
Dinopium_javanense	Clements
Dinopium_rafflesii	Clements
Dinopium_shorii	Clements
Diomedea_albatrus	No
Diomedea_bulleri	No
Diomedea_cauta	No
Diomedea_chlororhynchos	No
Diomedea_chrysostoma	No
Diomedea_desolationis	No
Diomedea_epomophora	Clements
Diomedea_exulans	Clements
Diomedea_immutabilis	No
Diomedea_irrorata	No
Diomedea_melanophris	No
Diomedea_melanophrys	No
Diomedea_mielanophrys	No
Diomedea_nigripes	No
Diphyllodes_magnificus	No
Diphyllodes_respublica	No
Discosura_longicauda	No
Dissoura_episcopus	No
Diuca_diuca	Clements
Diuca_speculifera	No
Dives_atroviolacea	No
Dives_dives	Clements
Dolichonyx_oryzivorus	Clements
Dolospingus_fringilloides	No
Domicella_albidinucha	No
Domicella_amabilis	No
Domicella_chlorocercus	No
Domicella_domicella	No
Domicella_garrula	No
Domicella_hypoinochroa	No
Domicella_lory	No
Domicella_tibialis	No
Donacobius_atricapillus	No
Donacospiza_albifrons	Clements
Doricha_eliza	Clements
Doricha_enicura	Clements
Doryfera_johannae	Clements
Doryfera_ludovicae	Clements
Drepanis_funerea	Clements
Drepanis_pacifica	Clements
Drepanoptila_holosericea	Clements
Drepanornis_albertisi	Clements
Drepanornis_bruijnii	Clements
Dromaeocercus_brunneus	No
Dromaeocercus_seebohmi	No
Dromaius_diemenianus	No
Dromaius_novaehollandiae	Clements
Dromas_ardeola	Clements
Dromiceius_diemenianus	No
Dromiceius_novaehollandiae	No
Dromococcyx_pavoninus	Clements
Dromococcyx_phasianellus	Clements
Drymocichla_incana	Clements
Drymodes_brunneopygia	Clements
Drymodes_superciliaris	Clements
Drymophila_caudata	Clements
Drymophila_devillei	Clements
Drymophila_ferruginea	Clements
Drymophila_genei	Clements
Drymophila_malura	Clements
Drymophila_ochropyga	Clements
Drymophila_squamata	Clements
Drymornis_bridgesii	Clements
Dryocopus_erythrops	No
Dryocopus_galeatus	No
Dryocopus_javensis	Clements
Dryocopus_lineatus	Clements
Dryocopus_martius	Clements
Dryocopus_pileatus	Clements
Dryocopus_schulzi	No
Dryolimnas_cuvieri	Clements
Dryoscopus_angolensis	Clements
Dryoscopus_cubla	Clements
Dryoscopus_gambensis	Clements
Dryoscopus_pringlii	Clements
Dryoscopus_sabini	Clements
Dryoscopus_senegalensis	Clements
Dryotriorchis_spectabilis	Clements
Dubusia_taeniata	Clements
Ducula_aenea	Clements
Ducula_aurorae	Clements
Ducula_badia	Clements
Ducula_bakeri	Clements
Ducula_bicolor	Clements
Ducula_brenchleyi	Clements
Ducula_carola	Clements
Ducula_chalconota	Clements
Ducula_cineracea	Clements
Ducula_concinna	Clements
Ducula_finschii	Clements
Ducula_forsteni	Clements
Ducula_galeata	Clements
Ducula_goliath	Clements
Ducula_lacernulata	Clements
Ducula_latrans	Clements
Ducula_luctuosa	Clements
Ducula_melanochroa	Clements
Ducula_melanura	No
Ducula_mindorensis	Clements
Ducula_mullerii	Clements
Ducula_myristicivora	Clements
Ducula_oceanica	Clements
Ducula_oenothorax	No
Ducula_pacifica	Clements
Ducula_perspicillata	Clements
Ducula_pickeringii	Clements
Ducula_pinon	Clements
Ducula_pistrinaria	Clements
Ducula_poliocephala	Clements
Ducula_radiata	Clements
Ducula_rosacea	Clements
Ducula_rubricera	Clements
Ducula_rufigaster	Clements
Ducula_spilorrhoa	Clements
Ducula_whartoni	Clements
Ducula_zoeae	Clements
Dulus_dominicus	Clements
Dumetella_carolinensis	Clements
Dumetia_hyperythra	Clements
Dupetor_flavicollis	No
Dysithamnus_ardesiacus	No
Dysithamnus_mentalis	Clements
Dysithamnus_occidentalis	Clements
Dysithamnus_plumbeus	Clements
Dysithamnus_puncticeps	Clements
Dysithamnus_saturninus	No
Dysithamnus_stictothorax	Clements
Dysithamnus_striaticeps	Clements
Dysithamnus_xanthopterus	Clements
Ectopistes_migratoria	No
Egretta_ardesiaca	Clements
Egretta_caerulea	Clements
Egretta_dimorpha	No
Egretta_eulophotes	Clements
Egretta_garzetta	Clements
Egretta_gularis	Clements
Egretta_ibis	No
Egretta_intermedia	No
Egretta_novaehollandiae	Clements
Egretta_picata	Clements
Egretta_rufescens	Clements
Egretta_sacra	Clements
Egretta_thula	Clements
Egretta_tricolor	Clements
Egretta_vinaceigula	Clements
Elaenia_albiceps	Clements
Elaenia_chiriquensis	Clements
Elaenia_cristata	Clements
Elaenia_dayi	Clements
Elaenia_fallax	Clements
Elaenia_flavogaster	Clements
Elaenia_frantzii	Clements
Elaenia_gigas	Clements
Elaenia_martinica	Clements
Elaenia_mesoleuca	Clements
Elaenia_obscura	Clements
Elaenia_pallatangae	Clements
Elaenia_parvirostris	Clements
Elaenia_pelzelni	Clements
Elaenia_ruficeps	Clements
Elaenia_spectabilis	Clements
Elaenia_strepera	Clements
Elanoides_forficatus	Clements
Elanoides_forficatus	Clements
Elanus_caeruleus	Clements
Elanus_leucurus	Clements
Elanus_notatus	No
Elanus_scriptus	Clements
Electron_carinatum	Clements
Electron_platyrhynchum	Clements
Eleothreptus_anomalus	Clements
Elminia_albicauda	Clements
Elminia_longicauda	Clements
Elseyornis_melanops	Clements
Elvira_chionura	Clements
Elvira_cupreiceps	Clements
Emberiza_affinis	Clements
Emberiza_aureola	Clements
Emberiza_bruniceps	Clements
Emberiza_buchanani	Clements
Emberiza_cabanisi	Clements
Emberiza_caesia	Clements
Emberiza_calandra	Clements
Emberiza_capensis	Clements
Emberiza_chrysophrys	Clements
Emberiza_cia	Clements
Emberiza_cineracea	Clements
Emberiza_cioides	Clements
Emberiza_cirlus	Clements
Emberiza_citrinella	Clements
Emberiza_elegans	Clements
Emberiza_flaviventris	Clements
Emberiza_fucata	Clements
Emberiza_hortulana	Clements
Emberiza_impetuani	Clements
Emberiza_jankowskii	Clements
Emberiza_koslowi	Clements
Emberiza_leucocephala	No
Emberiza_melanocephala	Clements
Emberiza_pallasi	Clements
Emberiza_poliopleura	Clements
Emberiza_pusilla	Clements
Emberiza_rustica	Clements
Emberiza_rutila	Clements
Emberiza_schoeniclus	Clements
Emberiza_socotrana	Clements
Emberiza_spodocephala	Clements
Emberiza_stewarti	Clements
Emberiza_striolata	Clements
Emberiza_sulphurata	Clements
Emberiza_tahapisi	Clements
Emberiza_tristrami	Clements
Emberiza_variabilis	Clements
Emberiza_yessoensis	Clements
Emberizoides_herbicola	Clements
Embernagra_longicauda	Clements
Embernagra_platensis	Clements
Emblema_bella	No
Emblema_guttata	No
Emblema_oculata	No
Emblema_picta	No
Empidonax_affinis	Clements
Empidonax_albigularis	Clements
Empidonax_alnorum	Clements
Empidonax_atriceps	Clements
Empidonax_difficilis	Clements
Empidonax_euleri	No
Empidonax_flavescens	Clements
Empidonax_flaviventris	Clements
Empidonax_fulvifrons	Clements
Empidonax_griseipectus	No
Empidonax_hammondii	Clements
Empidonax_minimus	Clements
Empidonax_oberholseri	Clements
Empidonax_traillii	Clements
Empidonax_virescens	Clements
Empidonax_wrightii	Clements
Empidonomus_aurantioatrocristatus	Clements
Empidonomus_varius	Clements
Enicognathus_leptorhynchus	Clements
Enicurus_immaculatus	Clements
Enicurus_leschenaulti	Clements
Enicurus_maculatus	Clements
Enicurus_ruficapillus	Clements
Enicurus_schistaceus	Clements
Enicurus_scouleri	Clements
Enicurus_velatus	Clements
Enodes_erythrophris	Clements
Ensifera_ensifera	Clements
Entomodestes_coracinus	Clements
Entomodestes_leucotis	Clements
Entomyzon_cyanotis	Clements
Eopsaltria_australis	Clements
Eopsaltria_flaviventris	Clements
Eopsaltria_georgiana	Clements
Eos_bornea	Clements
Eos_cyanogenia	Clements
Eos_goodfellowi	No
Eos_histrio	Clements
Eos_reticulata	Clements
Eos_semilarvata	Clements
Eos_squamata	Clements
Ephippiorhynchus_asiaticus	Clements
Ephippiorhynchus_senegalensis	Clements
Ephthianura_albifrons	No
Ephthianura_aurifrons	No
Ephthianura_crocea	No
Ephthianura_tricolor	No
Epimachus_fastuosus	No
Epimachus_meyeri	Clements
Eremiornis_carteri	No
Eremobius_phoenicurus	No
Eremomela_atricollis	Clements
Eremomela_badiceps	Clements
Eremomela_canescens	Clements
Eremomela_flavicrissalis	Clements
Eremomela_gregalis	Clements
Eremomela_icteropygialis	Clements
Eremomela_pusilla	Clements
Eremomela_scotops	Clements
Eremomela_turneri	Clements
Eremomela_usticollis	Clements
Eremophila_alpestris	Clements
Eremophila_bilopha	Clements
Eremopterix_australis	Clements
Eremopterix_grisea	No
Eremopterix_leucopareia	Clements
Eremopterix_leucotis	Clements
Eremopterix_nigriceps	Clements
Eremopterix_signata	No
Eremopterix_verticalis	Clements
Ereunetes_mauri	No
Ereunetes_pusillus	No
Ergaticus_ruber	No
Ergaticus_versicolor	No
Eriocnemis_alinae	No
Eriocnemis_cupreoventris	Clements
Eriocnemis_derbyi	Clements
Eriocnemis_glaucopoides	Clements
Eriocnemis_godini	Clements
Eriocnemis_isaacsonii	No
Eriocnemis_luciani	Clements
Eriocnemis_mosquera	Clements
Eriocnemis_nigrivestis	Clements
Eriocnemis_soderstromi	No
Eriocnemis_vestitus	No
Erithacus_aequatorialis	No
Erithacus_akahige	No
Erithacus_brunneus	No
Erithacus_calliope	No
Erithacus_chrysaeus	No
Erithacus_cyane	No
Erithacus_cyanurus	No
Erithacus_cyornithopsis	No
Erithacus_erythrothorax	No
Erithacus_gabela	No
Erithacus_gunningi	No
Erithacus_hyperythrus	No
Erithacus_indicus	No
Erithacus_johnstoniae	No
Erithacus_komadori	No
Erithacus_luscinia	No
Erithacus_megarhynchos	No
Erithacus_obscurus	No
Erithacus_pectardens	No
Erithacus_pectoralis	No
Erithacus_rubecula	Clements
Erithacus_ruficeps	No
Erithacus_sharpei	No
Erithacus_sibilans	No
Erithacus_svecicus	No
Erolia_acuminata	No
Erolia_alpina	No
Erolia_bairdii	No
Erolia_fuscicollis	No
Erolia_maritima	No
Erolia_melanotos	No
Erolia_minuta	No
Erolia_minutilla	No
Erolia_ptilocnemis	No
Erolia_ruficollis	No
Erolia_subminuta	No
Erolia_temminckii	No
Erolia_testacea	No
Erythocnus_rufiventris	No
Erythrocercus_holochlorus	Clements
Erythrocercus_livingstonei	Clements
Erythrocercus_mccallii	Clements
Erythrogonys_cinctus	Clements
Erythropygia_barbata	No
Erythropygia_coryphaeus	No
Erythropygia_galactotes	No
Erythropygia_hartlaubi	No
Erythropygia_leucophrys	No
Erythropygia_leucosticta	No
Erythropygia_paena	No
Erythropygia_quadrivirgata	No
Erythropygia_signata	No
Erythrotriorchis_doriae	No
Erythrotriorchis_radiatus	Clements
Erythrura_coloria	Clements
Erythrura_cyaneovirens	Clements
Erythrura_hyperythra	Clements
Erythrura_kleinschmidti	Clements
Erythrura_papuana	Clements
Erythrura_prasina	Clements
Erythrura_psittacea	Clements
Erythrura_trichroa	Clements
Erythrura_tricolor	Clements
Erythrura_viridifacies	Clements
Esacus_recurvirostris	Clements
Estrilda_astrild	Clements
Estrilda_atricapilla	Clements
Estrilda_caerulescens	No
Estrilda_charmosyna	Clements
Estrilda_erythronotos	Clements
Estrilda_melanotis	No
Estrilda_melpoda	Clements
Estrilda_nigriloris	Clements
Estrilda_nonnula	Clements
Estrilda_paludicola	Clements
Estrilda_perreini	Clements
Estrilda_rhodopyga	Clements
Estrilda_rufibarba	Clements
Estrilda_thomensis	Clements
Estrilda_troglodytes	Clements
Eubucco_bourcierii	Clements
Eubucco_richardsoni	Clements
Eubucco_versicolor	Clements
Eucometis_penicillata	Clements
Eudocimus_albus	Clements
Eudocimus_ruber	Clements
Eudromia_elegans	Clements
Eudromia_formosa	Clements
Eudromias_morinellus	No
Eudynamys_scolopacea	No
Eudyptes_chrysocome	Clements
Eudyptes_chrysolophus	Clements
Eudyptes_crestatus	No
Eudyptes_pachyrhynchus	Clements
Eudyptes_robustus	Clements
Eudyptes_schlegeli	Clements
Eudyptes_sclateri	Clements
Eudyptula_albosignata	No
Eudyptula_minor	Clements
Eugenes_fulgens	Clements
Eugenia_imperatrix	No
Eugerygone_rubra	Clements
Eugralla_paradoxa	Clements
Eulabeia_indica	No
Eulabeornis_castaneoventris	No
Eulacestoma_nigropectus	Clements
Eulampis_jugularis	Clements
Eulidia_yarrellii	Clements
Eulipoa_wallacei	Clements
Eumomota_superciliosa	Clements
Euneornis_campestris	Clements
Eunymphicus_cornutus	Clements
Eupetes_macrocerus	Clements
Eupetomena_macroura	Clements
Euphagus_carolinus	Clements
Euphagus_cyanocephalus	Clements
Eupherusa_eximia	Clements
Eupherusa_nigriventris	Clements
Euphonia_affinis	Clements
Euphonia_anneae	Clements
Euphonia_cayennensis	Clements
Euphonia_chalybea	Clements
Euphonia_chlorotica	Clements
Euphonia_chrysopasta	Clements
Euphonia_concinna	Clements
Euphonia_finschi	Clements
Euphonia_fulvicrissa	Clements
Euphonia_gouldi	Clements
Euphonia_hirundinacea	Clements
Euphonia_imitans	Clements
Euphonia_jamaica	Clements
Euphonia_laniirostris	Clements
Euphonia_luteicapilla	Clements
Euphonia_mesochrysa	Clements
Euphonia_minuta	Clements
Euphonia_musica	Clements
Euphonia_pectoralis	Clements
Euphonia_plumbea	Clements
Euphonia_rufiventris	Clements
Euphonia_saturata	Clements
Euphonia_trinitatis	Clements
Euphonia_violacea	Clements
Euphonia_xanthogaster	Clements
Euplectes_afer	Clements
Euplectes_albonotatus	Clements
Euplectes_anomalus	No
Euplectes_ardens	Clements
Euplectes_aureus	Clements
Euplectes_axillaris	Clements
Euplectes_capensis	Clements
Euplectes_diadematus	Clements
Euplectes_gierowii	Clements
Euplectes_hartlaubi	Clements
Euplectes_hordeaceus	Clements
Euplectes_jacksoni	Clements
Euplectes_macrourus	No
Euplectes_nigroventris	Clements
Euplectes_orix	Clements
Euplectes_progne	Clements
Eupoda_asiatica	No
Eupoda_montana	No
Eupoda_veredus	No
Eupodotis_caerulesens	No
Eupodotis_humilis	Clements
Eupodotis_ruppellii	No
Eupodotis_senegalensis	Clements
Eupodotis_vigorsii	Clements
Euptilotis_neoxenus	Clements
Eurocephalus_anguitimens	Clements
Eurocephalus_ruppelli	Clements
Eurostopodus_albogularis	No
Eurostopodus_archboldi	Clements
Eurostopodus_diabolicus	Clements
Eurostopodus_guttatus	No
Eurostopodus_macrotis	No
Eurostopodus_papuensis	Clements
Eurostopodus_temminckii	No
Euryceros_prevostii	Clements
Eurylaimus_javanicus	Clements
Eurylaimus_ochromalus	Clements
Eurylaimus_steerii	Clements
Eurynorhynchus_pygmeus	No
Euryptila_subcinnamomea	Clements
Eurypyga_helias	Clements
Eurystomus_glaucurus	Clements
Eurystomus_gularis	Clements
Eurystomus_orientalis	Clements
Euscarthmus_meloryphus	Clements
Euscarthmus_rufomarginatus	Clements
Euschistospiza_cinereovinacea	Clements
Euschistospiza_dybowskii	Clements
Euthlypis_lachrymosa	No
Eutoxeres_aquila	Clements
Eutoxeres_condamini	Clements
Eutrichomyias_rowleyi	Clements
Eutriorchis_astur	Clements
Euxenura_galeata	No
Excalfactoria_adansonii	No
Excalfactoria_chinensis	No
Falcipennis_falcipennis	Clements
Falco_albigularis	No
Falco_alopex	Clements
Falco_altaicus	No
Falco_amurensis	Clements
Falco_araea	No
Falco_ardosiaceus	Clements
Falco_berigora	Clements
Falco_biarmicus	Clements
Falco_cenchroides	Clements
Falco_cherrug	Clements
Falco_chicquera	Clements
Falco_columbarius	Clements
Falco_concolor	Clements
Falco_cuvieri	No
Falco_cuvierii	Clements
Falco_deiroleucus	Clements
Falco_dickinsoni	Clements
Falco_eleonorae	Clements
Falco_fasciinucha	Clements
Falco_femoralis	Clements
Falco_fuscocaerulescens	No
Falco_hypoleucos	Clements
Falco_jugger	Clements
Falco_kreyenborgi	No
Falco_longipennis	Clements
Falco_mexicanus	Clements
Falco_moluccensis	Clements
Falco_naumanni	Clements
Falco_newtoni	Clements
Falco_novaeseelandiae	Clements
Falco_peregrinus	Clements
Falco_punctatus	Clements
Falco_rufigularis	Clements
Falco_rupicoloides	Clements
Falco_rusticolus	Clements
Falco_severus	Clements
Falco_sparverius	Clements
Falco_subbuteo	Clements
Falco_subniger	Clements
Falco_tinnunculus	Clements
Falco_vespertinus	Clements
Falco_zoniventris	Clements
Falculea_palliata	Clements
Falcunculus_frontatus	Clements
Ferminia_cerverai	Clements
Ficedula_albicollis	Clements
Ficedula_basilanica	Clements
Ficedula_bonthaina	Clements
Ficedula_buruensis	Clements
Ficedula_dumetoria	Clements
Ficedula_harterti	Clements
Ficedula_henrici	Clements
Ficedula_hodgsonii	No
Ficedula_hyperythra	Clements
Ficedula_hypoleuca	Clements
Ficedula_monileger	No
Ficedula_mugimaki	Clements
Ficedula_narcissina	Clements
Ficedula_nigrorufa	Clements
Ficedula_parva	Clements
Ficedula_platenae	Clements
Ficedula_rufigula	Clements
Ficedula_sapphira	Clements
Ficedula_solitaris	No
Ficedula_strophiata	Clements
Ficedula_subrubra	Clements
Ficedula_superciliaris	Clements
Ficedula_timorensis	Clements
Ficedula_tricolor	Clements
Ficedula_westermanni	Clements
Ficedula_zanthopygia	Clements
Finschia_novaeseelandiae	No
Florida_caerulea	No
Florisuga_mellivora	Clements
Fluvicola_leucocephala	No
Fluvicola_nengeta	Clements
Fluvicola_pica	Clements
Formicarius_analis	Clements
Formicarius_colma	Clements
Formicarius_nigricapillus	Clements
Formicarius_rufipectus	Clements
Formicivora_grisea	Clements
Formicivora_iheringi	Clements
Formicivora_melanogaster	Clements
Formicivora_rufa	Clements
Formicivora_serrana	Clements
Forpus_coelestis	Clements
Forpus_conspicillatus	Clements
Forpus_cyanopygius	Clements
Forpus_passerinus	Clements
Forpus_sclateri	No
Foudia_bruante	No
Foudia_eminentissima	Clements
Foudia_flavicans	Clements
Foudia_madagascariensis	Clements
Foudia_rubra	Clements
Foudia_sechellarum	Clements
Foulehaio_carunculata	No
Foulehaio_provocator	No
Francolinus_adspersus	No
Francolinus_africanus	No
Francolinus_ahantensis	No
Francolinus_albogularis	No
Francolinus_atrifrons	No
Francolinus_bicalcaratus	No
Francolinus_camerunensis	No
Francolinus_capensis	No
Francolinus_castaneicollis	No
Francolinus_clappertoni	No
Francolinus_coqui	No
Francolinus_erckelii	No
Francolinus_finschi	No
Francolinus_francolinus	Clements
Francolinus_gariepensis	No
Francolinus_griseostriatus	No
Francolinus_gularis	Clements
Francolinus_hartlaubi	No
Francolinus_harwoodi	No
Francolinus_hildebrandti	No
