GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,Clements_Order,Clements_Family,Reconciliation
376322,Thryothorus leucopogon,species,Cantorchilus leucopogon,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376323,Thryothorus leucopogon leucopogon,subspecies,Cantorchilus leucopogon leucopogon,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
376303,Thryothorus longirostris,species,Cantorchilus longirostris,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376304,Thryothorus longirostris bahiae,subspecies,Cantorchilus longirostris bahiae,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
74200,Thryothorus ludovicianus,species,Thryothorus ludovicianus,species,Passeriformes,Troglodytidae (Wrens),
241540,Thryothorus maculipectus,species,Pheugopedius maculipectus,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376320,Thryothorus maculipectus canobrunneus,subspecies,Pheugopedius maculipectus canobrunneus,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
257480,Thryothorus modestus,species,Cantorchilus modestus,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376325,Thryothorus modestus modestus,subspecies,Cantorchilus modestus,species,Passeriformes,Troglodytidae (Wrens),split
376324,Thryothorus modestus zeledoni,subspecies,Cantorchilus zeledoni,species,Passeriformes,Troglodytidae (Wrens),split
376314,Thryothorus mystacalis,species,Pheugopedius mystacalis,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376315,Thryothorus mystacalis mystacalis,subspecies,Pheugopedius mystacalis mystacalis,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
197870,Thryothorus nigricapillus,species,Cantorchilus nigricapillus,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376332,Thryothorus nigricapillus connectens,subspecies,Cantorchilus nigricapillus connectens,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
376330,Thryothorus nigricapillus costaricensis,subspecies,Cantorchilus nigricapillus costaricensis,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
376333,Thryothorus nigricapillus nigricapillus,subspecies,Cantorchilus nigricapillus nigricapillus,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
376331,Thryothorus nigricapillus schotti,subspecies,Cantorchilus nigricapillus schottii,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
197872,Thryothorus rutilus,species,Pheugopedius rutilus,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376329,Thryothorus rutilus hyperythrus,subspecies,Pheugopedius rutilus hyperythrus,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
376310,Thryothorus sclateri,species,Pheugopedius sclateri,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376311,Thryothorus sclateri paucimaculatus,subspecies,Pheugopedius sclateri paucimaculatus,group (monotypic),Passeriformes,Troglodytidae (Wrens),taxonomy
197871,Thryothorus semibadius,species,Cantorchilus semibadius,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376317,Thryothorus sinaloa,species,Thryophilus sinaloa,species,Passeriformes,Troglodytidae (Wrens),taxonomy
376318,Thryothorus sinaloa sinaloa,subspecies,Thryophilus sinaloa sinaloa,subspecies,Passeriformes,Troglodytidae (Wrens),taxonomy
376321,Thryothorus thoracicus,species,Cantorchilus thoracicus,species,Passeriformes,Troglodytidae (Wrens),taxonomy
138931,Tiaris canora,species,Phonipara canora,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
1109098,Tiaris fuliginosus,species,Asemospiza fuliginosa,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy
592668,Tiaris olivaceus,species,Tiaris olivaceus,species,Passeriformes,Thraupidae (Tanagers and Allies),
237442,Tichodroma muraria,species,Tichodroma muraria,species,Passeriformes,Tichodromidae (Wallcreeper),
