GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2023_Names,eBird_Group,reason,person,notes
181090,Aethopyga flagrans,species,Aethopyga flagrans,species,,,
1302145,Aethopyga gouldiae,species,Aethopyga gouldiae,species,,,
1118497,Aethopyga ignicauda,species,Aethopyga ignicauda,species,,,
1302148,Aethopyga linaraborae,species,Aethopyga linaraborae,species,,,
1118498,Aethopyga nipalensis,species,Aethopyga nipalensis,species,,,
667141,Aethopyga primigenia,species,Aethopyga primigenia,species,,,
1302149,Aethopyga pulcherrima,species,Aethopyga pulcherrima,species,,,
1118499,Aethopyga saturata,species,Aethopyga saturata,species,,,
1302150,Aethopyga shelleyi,species,Aethopyga shelleyi,species,,,
667142,Aethopyga siparaja,species,Aethopyga siparaja,species,,,
2478749,Aethopyga siparaja siparaja,subspecies,Aethopyga siparaja siparaja,subspecies,,,
1302152,Aethopyga temminckii,species,Aethopyga temminckii,species,,,
9076,Afropavo congensis,species,Afropavo congensis,species,,,
156154,Afrotis afra,species,Afrotis afra,species,,,
172677,Afrotis afraoides,species,Afrotis afraoides,species,,,
706245,Agamia agami,species,Agamia agami,species,,,
60462,Agapornis canus,species,Agapornis canus,species,,,
2797185,Agapornis canus ablectaneus,subspecies,Agapornis canus ablectaneus,subspecies,,,
60463,Agapornis fischeri,species,Agapornis fischeri,species,,,
60464,Agapornis lilianae,species,Agapornis lilianae,species,,,
60465,Agapornis nigrigenis,species,Agapornis nigrigenis,species,,,
60466,Agapornis personatus,species,Agapornis personatus,species,,,
60467,Agapornis pullarius,species,Agapornis pullarius,species,,,
3092311,Agapornis pullarius pullarius,subspecies,Agapornis pullarius pullarius,subspecies,,,
60468,Agapornis roseicollis,species,Agapornis roseicollis,species,,,
1002726,Agapornis swindernianus,species,Agapornis swindernianus,species,,,
2797186,Agapornis swindernianus zenkeri,subspecies,Agapornis swindernianus zenkeri,subspecies,,,
60469,Agapornis taranta,species,Agapornis taranta,species,,,
84835,Agelaioides badius,species,Agelaioides badius,species,,,
84773,Agelaius humeralis,species,Agelaius humeralis,species,,,
39638,Agelaius phoeniceus,species,Agelaius phoeniceus,species,,,
435353,Agelaius phoeniceus arctolegus,subspecies,Agelaius phoeniceus arctolegus,subspecies,,,
435354,Agelaius phoeniceus grinnelli,subspecies,Agelaius phoeniceus grinnelli,subspecies,,,
435356,Agelaius phoeniceus mearnsi,subspecies,Agelaius phoeniceus mearnsi,subspecies,,,
555855,Agelaius phoeniceus phoeniceus,subspecies,Agelaius phoeniceus phoeniceus,subspecies,,,
9191,Agelaius tricolor,species,Agelaius tricolor,species,,,
84777,Agelaius xanthomus,species,Agelaius xanthomus,species,,,
388968,Agelastes meleagrides,species,Agelastes meleagrides,species,,,
570426,Agelastes niger,species,Agelastes niger,species,,,
555143,Agelasticus cyanopus,species,Agelasticus cyanopus,species,,,
555144,Agelasticus thilius,species,Agelasticus thilius,species,,,
1235644,Agelasticus xanthophthalmus,species,Agelasticus xanthophthalmus,species,,,
2744898,Aglaeactis aliciae,species,Aglaeactis aliciae,species,,,
304595,Aglaeactis castelnaudii,species,Aglaeactis castelnaudii,species,,,
56648,Aglaeactis cupripennis,species,Aglaeactis cupripennis,species,,,
688841,Aglaeactis pamela,species,Aglaeactis pamela,species,,,
2744899,Aglaiocercus berlepschi,species,Aglaiocercus berlepschi,species,,,
304597,Aglaiocercus coelestis,species,Aglaiocercus coelestis,species,,,
472768,Aglaiocercus kingii,species,Aglaiocercus kingii,species,,,
2338451,Agriornis albicauda,species,Agriornis albicauda,species,,,
2338452,Agriornis lividus,species,Agriornis lividus,species,,,
555145,Agriornis micropterus,species,Agriornis micropterus,species,,,
123640,Agriornis montanus,species,Agriornis montanus,species,,,
555146,Agriornis murinus,species,Agriornis murinus,species,,,
2675479,Agropsar sturninus,species,Agropsar sturninus,species,,,
247978,Aidemosyne modesta,species,Aidemosyne modesta,species,,,
1914418,Ailuroedus arfakianus,species,Ailuroedus arfakianus,species,,,
1914419,Ailuroedus arfakianus arfakianus,subspecies,Ailuroedus arfakianus arfakianus,subspecies,,,
1914420,Ailuroedus arfakianus misoliensis,subspecies,Ailuroedus arfakianus misoliensis,subspecies,,,
1914430,Ailuroedus astigmaticus,species,Ailuroedus astigmaticus,species,,,
1055197,Ailuroedus buccoides,species,Ailuroedus buccoides,species,,,
34925,Ailuroedus crassirostris,species,Ailuroedus crassirostris,species,,,
1914433,Ailuroedus geislerorum,species,Ailuroedus geislerorum,species,,,
1914434,Ailuroedus geislerorum geislerorum,subspecies,Ailuroedus geislerorum geislerorum,subspecies,,,
1914435,Ailuroedus geislerorum molestus,subspecies,Ailuroedus geislerorum molestus,subspecies,,,
1914422,Ailuroedus jobiensis,species,Ailuroedus jobiensis,species,,,
1914428,Ailuroedus maculosus,species,Ailuroedus maculosus,species,,,
1914439,Ailuroedus melanocephalus,species,Ailuroedus melanocephalus,species,,,
28722,Ailuroedus melanotis,species,Ailuroedus melanotis,species,,,
1914417,Ailuroedus melanotis facialis,subspecies,Ailuroedus melanotis facialis,subspecies,,,
1914416,Ailuroedus melanotis melanotis,subspecies,Ailuroedus melanotis melanotis,subspecies,,,
1914431,Ailuroedus stonii,species,Ailuroedus stonii,species,,,
1914432,Ailuroedus stonii cinnamomeus,subspecies,Ailuroedus stonii cinnamomeus,subspecies,,,
1914436,Ailuroedus stonii stonii,subspecies,Ailuroedus stonii stonii,subspecies,,,
587459,Aimophila notosticta,species,Aimophila notosticta,species,,,
587461,Aimophila rufescens,species,Aimophila rufescens,species,,,
198934,Aimophila ruficeps,species,Aimophila ruficeps,species,,,
8832,Aix galericulata,species,Aix galericulata,species,,,
8833,Aix sponsa,species,Aix sponsa,species,,,
3036905,Akialoa ellisiana,species,Akialoa ellisiana,species,,,
1804739,Akialoa obscura,species,Akialoa obscura,species,,,
3036909,Akialoa stejnegeri,species,Akialoa stejnegeri,species,,,
2767397,Akletos goeldii,species,Akletos goeldii,species,,,
2767398,Akletos melanoceps,species,Akletos melanoceps,species,,,
215280,Alaemon alaudipes,species,Alaemon alaudipes,species,,,
1365494,Alaemon alaudipes alaudipes,subspecies,Alaemon alaudipes alaudipes,subspecies,,,
1365495,Alaemon alaudipes desertorum,subspecies,Alaemon alaudipes desertorum,subspecies,,,
3049235,Alaemon hamertoni,species,Alaemon hamertoni,species,,,
3049373,Alaemon hamertoni hamertoni,subspecies,Alaemon hamertoni hamertoni,subspecies,,,
3049374,Alaemon hamertoni tertius,subspecies,Alaemon hamertoni tertius,subspecies,,,
88112,Alauda arvensis,species,Alauda arvensis,species,,,
2937329,Alauda arvensis armenica,subspecies,Alauda arvensis armenica,subspecies,,,
634358,Alauda arvensis arvensis,subspecies,Alauda arvensis arvensis,subspecies,,,
592173,Alauda gulgula,species,Alauda gulgula,species,,,
2937364,Alauda gulgula coelivox,subspecies,Alauda gulgula coelivox,subspecies,,,
1365498,Alauda gulgula inconspicua,subspecies,Alauda gulgula inconspicua,subspecies,,,
2937396,Alauda gulgula inopinata,subspecies,Alauda gulgula inopinata,subspecies,,,
2937365,Alauda gulgula vernayi,subspecies,Alauda gulgula vernayi,subspecies,,,
2937394,Alauda gulgula wattersi,subspecies,Alauda gulgula wattersi,subspecies,,,
2937395,Alauda leucoptera,species,Alauda leucoptera,species,,,
1364911,Alauda razae,species,Alauda razae,species,,,
670337,Alaudala cheleensis,species,Alaudala cheleensis,species,,,
1365510,Alaudala cheleensis cheleensis,subspecies,Alaudala cheleensis cheleensis,subspecies,,,
2716174,Alaudala cheleensis leucophaea,subspecies,Alaudala cheleensis leucophaea,subspecies,,,
3049471,Alaudala cheleensis seebohmi,subspecies,Alaudala cheleensis seebohmi,subspecies,,,
2716176,Alaudala heinei,species,Alaudala heinei,species,,,
2716173,Alaudala raytal,species,Alaudala raytal,species,,,
1365513,Alaudala raytal raytal,subspecies,Alaudala raytal raytal,subspecies,,,
28689,Alca torda,species,Alca torda,species,,,
36245,Alcedo atthis,species,Alcedo atthis,species,,,
1333336,Alcedo atthis atthis,subspecies,Alcedo atthis atthis,subspecies,,,
367111,Alcedo atthis bengalensis,subspecies,Alcedo atthis bengalensis,subspecies,,,
1471604,Alcedo atthis ispida,subspecies,Alcedo atthis ispida,subspecies,,,
390722,Alcedo coerulescens,species,Alcedo coerulescens,species,,,
390724,Alcedo euryzona,species,Alcedo euryzona,species,,,
390725,Alcedo hercules,species,Alcedo hercules,species,,,
390726,Alcedo meninting,species,Alcedo meninting,species,,,
325338,Alcedo quadribrachys,species,Alcedo quadribrachys,species,,,
390728,Alcedo semitorquata,species,Alcedo semitorquata,species,,,
204788,Alcippe brunneicauda,species,Alcippe brunneicauda,species,,,
433950,Alcippe brunneicauda eriphaea,subspecies,Alcippe brunneicauda eriphaea,subspecies,,,
2896645,Alcippe davidi,species,Alcippe davidi,species,,,
3050460,Alcippe fratercula,species,Alcippe fratercula,species,,,
204884,Alcippe grotei,species,Alcippe grotei,species,,,
2896646,Alcippe hueti,species,Alcippe hueti,species,,,
204791,Alcippe morrisonia,species,Alcippe morrisonia,species,,,
1149624,Alcippe nipalensis,species,Alcippe nipalensis,species,,,
204792,Alcippe peracensis,species,Alcippe peracensis,species,,,
204885,Alcippe peracensis annamensis,subspecies,Alcippe peracensis annamensis,subspecies,,,
181645,Alcippe poioicephala,species,Alcippe poioicephala,species,,,
204886,Alcippe poioicephala alearis,subspecies,Alcippe poioicephala alearis,subspecies,,,
2485278,Alcippe pyrrhoptera,species,Alcippe pyrrhoptera,species,,,
461220,Aleadryas rufinucha,species,Aleadryas rufinucha,species,,,
2496828,Aleadryas rufinucha gamblei,subspecies,Aleadryas rufinucha gamblei,subspecies,,,
2496829,Aleadryas rufinucha lochmia,subspecies,Aleadryas rufinucha lochmia,subspecies,,,
2496830,Aleadryas rufinucha niveifrons,subspecies,Aleadryas rufinucha niveifrons,subspecies,,,
2496831,Aleadryas rufinucha rufinucha,subspecies,Aleadryas rufinucha rufinucha,subspecies,,,
40177,Alectoris barbara,species,Alectoris barbara,species,,,
1590995,Alectoris barbara barbara,subspecies,Alectoris barbara barbara,subspecies,,,
9078,Alectoris chukar,species,Alectoris chukar,species,,,
1591032,Alectoris chukar cypriotes,subspecies,Alectoris chukar cypriotes,subspecies,,,
862702,Alectoris chukar dzungarica,subspecies,Alectoris chukar dzungarica,subspecies,,,
862703,Alectoris chukar falki,subspecies,Alectoris chukar falki,subspecies,,,
862704,Alectoris chukar potanini,subspecies,Alectoris chukar potanini,subspecies,,,
862705,Alectoris chukar pubescens,subspecies,Alectoris chukar pubescens,subspecies,,,
40178,Alectoris graeca,species,Alectoris graeca,species,,,
1591033,Alectoris graeca orlandoi,subspecies,Alectoris graeca orlandoi,subspecies,,,
40179,Alectoris magna,species,Alectoris magna,species,,,
40180,Alectoris melanocephala,species,Alectoris melanocephala,species,,,
40181,Alectoris philbyi,species,Alectoris philbyi,species,,,
9079,Alectoris rufa,species,Alectoris rufa,species,,,
187104,Alectroenas madagascariensis,species,Alectroenas madagascariensis,species,,,
2953363,Alectroenas nitidissimus,species,Alectroenas nitidissimus,species,,,
2953364,Alectroenas pulcherrimus,species,Alectroenas pulcherrimus,species,,,
2575905,Alectroenas sganzini,species,Alectroenas sganzini,species,,,
495149,Alectrurus risora,species,Alectrurus risora,species,,,
649778,Alectrurus tricolor,species,Alectrurus tricolor,species,,,
81907,Alectura lathami,species,Alectura lathami,species,,,
1095420,Alectura lathami lathami,subspecies,Alectura lathami lathami,subspecies,,,
228309,Alethe castanea,species,Alethe castanea,species,,,
197521,Alethe diademata,species,Alethe diademata,species,,,
1548930,Alipiopsitta xanthops,species,Alipiopsitta xanthops,species,,,
309870,Alisterus amboinensis,species,Alisterus amboinensis,species,,,
1548931,Alisterus amboinensis amboinensis,subspecies,Alisterus amboinensis amboinensis,subspecies,,,
1548932,Alisterus amboinensis buruensis,subspecies,Alisterus amboinensis buruensis,subspecies,,,
1548934,Alisterus amboinensis dorsalis,subspecies,Alisterus amboinensis dorsalis,subspecies,,,
1548933,Alisterus amboinensis hypophonius,subspecies,Alisterus amboinensis hypophonius,subspecies,,,
678558,Alisterus chloropterus,species,Alisterus chloropterus,species,,,
2797187,Alisterus chloropterus callopterus,subspecies,Alisterus chloropterus callopterus,subspecies,,,
1548935,Alisterus chloropterus moszkowskii,subspecies,Alisterus chloropterus moszkowskii,subspecies,,,
458117,Alisterus scapularis,species,Alisterus scapularis,species,,,
28691,Alle alle,species,Alle alle,species,,,
444848,Alle alle alle,subspecies,Alle alle alle,subspecies,,,
444849,Alle alle polaris,subspecies,Alle alle polaris,subspecies,,,
111986,Allenia fusca,species,Allenia fusca,species,,,
182882,Alophoixus bres,species,Alophoixus bres,species,,,
182884,Alophoixus flaveolus,species,Alophoixus flaveolus,species,,,
690592,Alophoixus frater,species,Alophoixus frater,species,,,
182886,Alophoixus ochraceus,species,Alophoixus ochraceus,species,,,
182879,Alophoixus pallidus,species,Alophoixus pallidus,species,,,
674375,Alophoixus pallidus henrici,subspecies,Alophoixus pallidus henrici,subspecies,,,
182888,Alophoixus phaeocephalus,species,Alophoixus phaeocephalus,species,,,
2478751,Alophoixus phaeocephalus diardi,subspecies,Alophoixus phaeocephalus diardi,subspecies,,,
317111,Alopochelidon fucata,species,Alopochelidon fucata,species,,,
30382,Alopochen aegyptiaca,species,Alopochen aegyptiaca,species,,,
247728,Amadina erythrocephala,species,Amadina erythrocephala,species,,,
247727,Amadina fasciata,species,Amadina fasciata,species,,,
692106,Amalocichla incerta,species,Amalocichla incerta,species,,,
1080355,Amalocichla incerta brevicauda,subspecies,Amalocichla incerta brevicauda,subspecies,,,
692107,Amalocichla sclateriana,species,Amalocichla sclateriana,species,,,
1080356,Amalocichla sclateriana sclateriana,subspecies,Amalocichla sclateriana sclateriana,subspecies,,,
247729,Amandava amandava,species,Amandava amandava,species,,,
247730,Amandava formosa,species,Amandava formosa,species,,,
187413,Amandava subflava,species,Amandava subflava,species,,,
1118503,Amaurolimnas concolor,species,Amaurolimnas concolor,species,,,
1435427,Amaurornis moluccana,species,Amaurornis moluccana,species,,,
1150657,Amaurornis olivacea,species,Amaurornis olivacea,species,,,
261959,Amaurornis phoenicurus,species,Amaurornis phoenicurus,species,,,
1405428,Amaurornis phoenicurus phoenicurus,subspecies,Amaurornis phoenicurus phoenicurus,subspecies,,,
3040706,Amaurospiza aequatorialis,species,Amaurospiza aequatorialis,species,,,
3040704,Amaurospiza carrizalensis,species,Amaurospiza carrizalensis,species,,,
460165,Amaurospiza concolor,species,Amaurospiza concolor,species,,,
3040705,Amaurospiza concolor concolor,subspecies,Amaurospiza concolor concolor,group (monotypic),,,
555218,Amaurospiza moesta,species,Amaurospiza moesta,species,,,
2744900,Amazilia boucardi,species,Amazilia boucardi,species,,,
2744903,Amazilia luciae,species,Amazilia luciae,species,,,
472777,Amazilia rutila,species,Amazilia rutila,species,,,
57392,Amazilia tzacatl,species,Amazilia tzacatl,species,,,
372284,Amazilia yucatanensis,species,Amazilia yucatanensis,species,,,
12930,Amazona aestiva,species,Amazona aestiva,species,,,
244060,Amazona aestiva aestiva,subspecies,Amazona aestiva aestiva,subspecies,,,
244061,Amazona aestiva xanthopteryx,subspecies,Amazona aestiva xanthopteryx,subspecies,,,
241586,Amazona agilis,species,Amazona agilis,species,,,
241569,Amazona albifrons,species,Amazona albifrons,species,,,
244062,Amazona albifrons albifrons,subspecies,Amazona albifrons albifrons,subspecies,,,
244063,Amazona albifrons nana,subspecies,Amazona albifrons nana,subspecies,,,
244064,Amazona albifrons saltuensis,subspecies,Amazona albifrons saltuensis,subspecies,,,
151758,Amazona amazonica,species,Amazona amazonica,species,,,
241563,Amazona arausiaca,species,Amazona arausiaca,species,,,
152277,Amazona auropalliata,species,Amazona auropalliata,species,,,
244065,Amazona auropalliata auropalliata,subspecies,Amazona auropalliata auropalliata,subspecies,,,
1548936,Amazona auropalliata caribaea,subspecies,Amazona auropalliata caribaea,subspecies,,,
244066,Amazona auropalliata parvipes,subspecies,Amazona auropalliata parvipes,subspecies,,,
151759,Amazona autumnalis,species,Amazona autumnalis,species,,,
244067,Amazona autumnalis autumnalis,subspecies,Amazona autumnalis autumnalis,subspecies,,,
1548937,Amazona autumnalis salvini,subspecies,Amazona autumnalis salvini,subspecies,,,
229553,Amazona barbadensis,species,Amazona barbadensis,species,,,
244070,Amazona brasiliensis,species,Amazona brasiliensis,species,,,
241587,Amazona collaria,species,Amazona collaria,species,,,
241570,Amazona dufresniana,species,Amazona dufresniana,species,,,
151760,Amazona farinosa,species,Amazona farinosa,species,,,
244072,Amazona farinosa guatemalae,subspecies,Amazona farinosa guatemalae,subspecies,,,
244074,Amazona farinosa virenticeps,subspecies,Amazona farinosa virenticeps,subspecies,,,
244075,Amazona festiva,species,Amazona festiva,species,,,
241578,Amazona finschi,species,Amazona finschi,species,,,
175529,Amazona guildingii,species,Amazona guildingii,species,,,
241577,Amazona imperialis,species,Amazona imperialis,species,,,
244077,Amazona kawalli,species,Amazona kawalli,species,,,
241562,Amazona leucocephala,species,Amazona leucocephala,species,,,
241567,Amazona leucocephala caymanensis,subspecies,Amazona leucocephala caymanensis,subspecies,,,
858641,Amazona leucocephala hesterna,subspecies,Amazona leucocephala hesterna,subspecies,,,
2259667,Amazona mercenarius,species,Amazona mercenarius,species,,,
151761,Amazona ochrocephala,species,Amazona ochrocephala,species,,,
229550,Amazona ochrocephala nattereri,subspecies,Amazona ochrocephala nattereri,subspecies,,,
151764,Amazona ochrocephala ochrocephala,subspecies,Amazona ochrocephala ochrocephala,subspecies,,,
151766,Amazona ochrocephala panamensis,subspecies,Amazona ochrocephala panamensis,subspecies,,,
229551,Amazona ochrocephala xantholaema,subspecies,Amazona ochrocephala xantholaema,subspecies,,,
152276,Amazona oratrix,species,Amazona oratrix,species,,,
244078,Amazona oratrix belizensis,subspecies,Amazona oratrix belizensis,subspecies,,,
244079,Amazona oratrix hondurensis,subspecies,Amazona oratrix hondurensis,subspecies,,,
244080,Amazona oratrix oratrix,subspecies,Amazona oratrix oratrix,subspecies,,,
244081,Amazona pretrei,species,Amazona pretrei,species,,,
244082,Amazona rhodocorytha,species,Amazona rhodocorytha,species,,,
244083,Amazona tucumana,species,Amazona tucumana,species,,,
57393,Amazona ventralis,species,Amazona ventralis,species,,,
241584,Amazona versicolor,species,Amazona versicolor,species,,,
244084,Amazona vinacea,species,Amazona vinacea,species,,,
229552,Amazona viridigenalis,species,Amazona viridigenalis,species,,,
241585,Amazona vittata,species,Amazona vittata,species,,,
1209394,Amazona xantholora,species,Amazona xantholora,species,,,
75867,Amazonetta brasiliensis,species,Amazonetta brasiliensis,species,,,
84791,Amblycercus holosericeus,species,Amblycercus holosericeus,species,,,
201483,Amblycercus holosericeus holosericeus,subspecies,Amblycercus holosericeus holosericeus,subspecies,,,
2699201,Amblyornis flavifrons,species,Amblyornis flavifrons,species,,,
2699200,Amblyornis inornata,species,Amblyornis inornata,species,,,
9166,Amblyornis macgregoriae,species,Amblyornis macgregoriae,species,,,
2738379,Amblyornis macgregoriae nubicola,subspecies,Amblyornis macgregoriae nubicola,subspecies,,,
34926,Amblyornis subalaris,species,Amblyornis subalaris,species,,,
187415,Amblyospiza albifrons,species,Amblyospiza albifrons,species,,,
1591034,Amblyospiza albifrons albifrons,subspecies,Amblyospiza albifrons albifrons,subspecies,,,
